case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age38-130363,2045/46,58,8,0,8,0,0,0,30,59,397300.61,2623.83,2573.83,50.0,0,9274,-1872,0,0,-1335,-2069.88,-180,-1243.29
age38-130363,2046/47,59,8,0,8,0,0,0,71,57,398359.31,1058.7,1108.7,-50.0,0,7428,-1872,0,0,-1335,-2001.48,0,-1110.82
age38-130363,2047/48,60,6,0,6,0,0,0,37,54,402959.48,4600.17,4650.17,-50.0,0,9699,-1872,0,-84,-375,-1436.16,0,-1281.67
age38-130363,2048/49,61,6,0,6,0,0,0,23,52,412167.36,9207.88,9257.88,-50.0,0,14731,-1872,0,0,-375,-1568.28,0,-1657.84
age38-130363,2049/50,62,6,0,6,0,0,0,24,50,418565.28,6397.92,6447.92,-50.0,0,11769,-1872,0,0,-375,-1632,0,-1442.08
age38-130363,2050/51,63,6,0,6,0,0,0,13,47,427518.78,8953.5,9003.5,-50.0,0,14480,-1872,0,0,-375,-1597.8,0,-1631.7
age38-130363,2051/52,64,8,0,8,0,0,0,18,44,431256.77,3737.99,3687.99,50.0,0,10145,-1872,0,0,-1335,-1937.76,0,-1312.25
age38-130363,2052/53,65,6,0,6,0,0,0,20,42,435957.36,4700.59,4650.59,50.0,0,9768,-1872,0,-38,-375,-1568.28,0,-1264.13
age39-104729,2026/27,40,17,8,9,0,0,1,114,76,63014.81,55014.81,53614.81,1400.0,30850,33744,-8598,0,-8782,0,-6342,-180,12922.81
age39-104729,2027/28,41,15,3,11,0,0,2,134,76,133958.92,70944.11,69544.11,1400.0,22250,59605,-1794,0,0,0,-6615.6,0,-3901.29
age39-104729,2028/29,42,15,11,4,0,0,4,123,76,169449.96,35491.04,35191.04,300.0,4310,39832,-1872,0,-84,-1235,-1568.28,0,-4191.68
age39-104729,2029/30,43,17,10,7,0,0,2,133,77,186514.62,17064.66,17014.66,50.0,1590,23847,-1872,0,0,-1335,-2202,0,-3013.34
age39-104729,2030/31,44,17,14,3,1,0,4,135,77,208162.76,21648.14,21498.14,150.0,1750,23850,-1872,0,-38,-375,-1632,0,-184.86
age39-104729,2031/32,45,10,5,5,0,0,0,87,77,218144.68,9981.92,9781.92,200.0,250,15212,-1872,0,0,-375,-1632,0,-1801.08
age39-104729,2032/33,46,7,2,5,0,0,0,85,76,230672.68,12528.0,12328.0,200.0,0,18200,-1872,0,-84,-375,-1436.16,-180,-1924.84
age39-104729,2033/34,47,6,0,6,0,0,0,79,75,248109.26,17436.58,17386.58,50.0,0,23554,-1872,0,0,-375,-1568.28,0,-2352.14
age39-104729,2034/35,48,8,1,7,0,0,0,59,75,256059.9,7950.64,7900.64,50.0,0,15008,-1872,0,0,-1335,-2202,0,-1698.36
age39-104729,2035/36,49,7,1,6,0,0,0,80,74,260417.44,4357.54,4307.54,50.0,0,9444,-1872,0,0,-375,-1632,0,-1257.46
age39-104729,2036/37,50,7,1,6,0,0,0,42,73,272769.02,12351.58,12401.58,-50.0,0,18003,-1872,0,0,-375,-1436.16,0,-1918.26
age39-104729,2037/38,51,6,0,6,0,0,0,55,71,289957.23,17188.21,17138.21,50.0,0,23332,-1872,0,0,-375,-1632,0,-2314.79
age39-104729,2038/39,52,6,1,5,0,0,0,55,70,299345.57,9388.34,9188.34,200.0,0,14728,-1872,0,0,-375,-1632,0,-1660.66
age39-104729,2039/40,53,8,0,8,0,0,0,49,69,301103.87,1758.3,1808.3,-50.0,0,8389,-1872,0,0,-1335,-2202,0,-1171.7
age39-104729,2040/41,54,8,0,8,0,0,0,65,68,304234.36,3130.49,3180.49,-50.0,0,8046,-156,0,-38,-1335,-2202,0,-1134.51
age39-104729,2041/42,55,6,0,6,0,0,0,54,67,308697.98,4463.62,4513.62,-50.0,0,9634,-1755,0,-84,-375,-1632,0,-1274.38
age39-104729,2042/43,56,6,0,6,0,0,0,43,65,317183.14,8485.16,8535.16,-50.0,0,13988,-1833,0,0,-375,-1632,0,-1612.84
age39-104729,2043/44,57,6,0,6,0,0,0,41,63,323949.8,6766.66,6816.66,-50.0,0,12030,-1872,0,0,-375,-1499.88,0,-1466.46
age39-104729,2044/45,58,6,0,6,0,0,0,42,61,336346.32,12396.52,12446.52,-50.0,0,18246,-1872,0,0,-375,-1436.16,-180,-1936.32
age39-104729,2045/46,59,8,0,8,0,0,0,33,59,344543.14,8196.82,8246.82,-50.0,0,15376,-1872,0,0,-1335,-2202,0,-1720.18
age39-104729,2046/47,60,8,0,8,0,0,0,32,57,347576.1,3032.96,2982.96,50.0,0,10076,-1872,0,0,-1335,-2202,-360,-1324.04
age39-104729,2047/48,61,6,1,5,0,0,0,41,55,353506.46,5930.36,5980.36,-50.0,0,11063,-1872,0,0,-375,-1436.16,0,-1399.48
age39-104729,2048/49,62,6,0,6,0,0,0,35,53,366608.58,13102.12,13152.12,-50.0,0,18972,-1872,0,0,-375,-1568.28,0,-2004.6
age39-104729,2049/50,63,7,1,6,0,0,0,35,50,376189.81,9581.23,9631.23,-50.0,0,15199,-1872,0,0,-375,-1436.16,-180,-1704.61
age39-104729,2050/51,64,6,0,6,0,0,0,18,49,390145.37,13955.56,14005.56,-50.0,0,19943,-1872,0,0,-375,-1632,0,-2058.44
age39-104729,2051/52,65,8,0,8,0,0,0,26,46,399210.04,9064.67,9114.67,-50.0,0,16410,-1872,0,-84,-1335,-2202,0,-1802.33
age39-130363,2026/27,40,20,9,11,0,0,4,115,76,73722.88,65722.88,63722.88,2000.0,40350,34654,-7234,0,-8782,0,-6342,0,11076.88
age39-130363,2027/28,41,19,9,10,0,0,3,136,76,143449.05,69726.17,69326.17,400.0,28500,54831,-3158,0,0,0,-5797.56,0,-5049.27
age39-130363,2028/29,42,10,6,4,0,0,0,96,76,188268.91,44819.86,44619.86,200.0,750,53278,-1872,0,-84,-1235,-1470.36,0,-4746.78
age39-130363,2029/30,43,11,5,6,0,0,4,129,76,207997.88,19728.97,19428.97,300.0,0,27687,-1872,0,0,-1335,-2001.48,-180,-2869.55
age39-130363,2030/31,44,10,5,5,0,0,2,114,76,226414.07,18416.19,18116.19,300.0,125,24168,-1872,0,-38,-375,-1436.16,0,-2455.65
age39-130363,2031/32,45,14,10,4,1,0,0,83,76,245232.33,18818.26,18368.26,450.0,1000,21270,-1872,0,0,-375,-1436.16,0,-218.58
age39-130363,2032/33,46,9,4,5,0,0,0,92,75,262281.24,17048.91,16598.91,450.0,62.5,23246,-1872,0,-84,-375,-1632,-360,-2386.59
age39-130363,2033/34,47,7,2,5,0,0,0,79,75,275399.43,13118.19,12918.19,200.0,0,18614,-1872,0,0,-375,-1436.16,0,-2012.65
age39-130363,2034/35,48,11,4,7,0,0,1,104,74,281334.46,5935.03,5735.03,200.0,0,12637,-1872,0,0,-1335,-2138.28,0,-1556.69
age39-130363,2035/36,49,8,3,5,0,0,0,88,73,297261.3,15926.84,15776.84,150.0,0,21859,-1872,0,0,-375,-1632,0,-2203.16
age39-130363,2036/37,50,7,2,5,0,0,0,57,72,308402.92,11141.62,10941.62,200.0,0,16498,-1872,0,0,-375,-1499.88,0,-1809.5
age39-130363,2037/38,51,8,3,5,0,0,0,47,71,323728.93,15326.01,15376.01,-50.0,0,21278,-1872,0,0,-375,-1436.16,0,-2218.83
age39-130363,2038/39,52,7,1,6,0,0,0,48,69,334979.03,11250.1,11300.1,-50.0,0,15420,-585,0,0,-375,-1436.16,0,-1723.74
age39-130363,2039/40,53,6,0,6,0,0,0,80,69,350730.15,15751.12,15801.12,-50.0,0,22154,-1443,0,0,-1235,-1436.16,0,-2238.72
age39-130363,2040/41,54,8,1,7,0,0,0,54,67,358158.13,7427.98,7477.98,-50.0,0,14725,-1872,0,-122,-1335,-2074.56,-180,-1663.46
age39-130363,2041/42,55,6,0,6,0,0,0,82,65,362451.05,4292.92,4342.92,-50.0,0,9272,-1755,0,0,-375,-1563.6,0,-1235.48
age39-130363,2042/43,56,6,0,6,0,0,0,33,63,372565.52,10114.47,9914.47,200.0,0,15344,-1833,0,0,-375,-1504.56,0,-1716.97
age39-130363,2043/44,57,6,1,5,0,0,0,62,61,385528.32,12962.8,13012.8,-50.0,0,18720,-1872,0,0,-375,-1499.88,0,-1960.32
age39-130363,2044/45,58,6,0,6,0,0,0,39,59,395620.46,10092.14,10042.14,50.0,0,15488,-1872,0,0,-375,-1470.36,0,-1728.5
age39-130363,2045/46,59,8,0,8,0,0,0,57,57,402996.96,7376.5,7426.5,-50.0,0,14360,-1872,0,0,-1335,-2099.4,0,-1627.1
age39-130363,2046/47,60,8,0,8,0,0,0,32,54,405797.29,2800.33,2850.33,-50.0,0,9734,-1872,0,0,-1335,-2040.36,-360,-1276.31
age39-130363,2047/48,61,6,0,6,0,0,0,29,52,409909.98,4112.69,4162.69,-50.0,0,9145,-1872,0,0,-375,-1499.88,0,-1235.43
age39-130363,2048/49,62,6,0,6,0,0,0,20,49,419215.78,9305.8,9355.8,-50.0,0,14731,-1872,0,0,-375,-1470.36,0,-1657.84
age39-130363,2049/50,63,6,0,6,0,0,0,9,46,424215.57,4999.79,4949.79,50.0,0,10095,-1872,0,-84,-375,-1499.88,0,-1314.33
age39-130363,2050/51,64,6,0,6,0,0,0,29,44,427238.7,3023.13,3073.13,-50.0,0,8022,-1872,0,0,-375,-1568.28,0,-1133.59
age39-130363,2051/52,65,8,0,8,0,0,0,22,42,428841.04,1602.34,1652.34,-50.0,0,8126,-1872,0,0,-1335,-2104.08,0,-1162.58
age41-104729,2026/27,42,21,8,13,0,0,1,126,74,58096.95,50096.95,48696.95,1400.0,29912.5,32320,-8598,0,-8782,0,-7302,-180,11326.45
age41-104729,2027/28,43,16,5,11,0,0,0,81,74,126957.23,68860.28,68860.28,0.0,23250,56514,-1794,0,0,0,-6216.6,-180,-2713.12
age41-104729,2028/29,44,10,5,5,0,0,3,131,74,161110.2,34152.97,33952.97,200.0,0,42930,-1872,0,-84,-1235,-1568.28,0,-4217.75
age41-104729,2029/30,45,11,3,8,0,0,1,115,74,177634.2,16524.0,16324.0,200.0,0,24324,-1872,0,0,-1335,-2202,0,-2591.0
age41-104729,2030/31,46,8,3,5,0,0,1,122,74,194024.06,16389.86,16439.86,-50.0,0,22549,-1872,0,-38,-375,-1499.88,0,-2324.26
age41-104729,2031/32,47,11,5,6,0,0,0,74,74,207435.72,13411.66,13361.66,50.0,250,18920,-1872,0,0,-375,-1436.16,0,-2125.18
age41-104729,2032/33,48,8,4,4,0,0,1,112,73,223612.04,16176.32,15976.32,200.0,0,22150,-1872,0,0,-375,-1632,0,-2294.68
age41-104729,2033/34,49,6,0,6,0,0,0,54,72,241576.8,17964.76,18014.76,-50.0,0,24080,-1872,0,0,-375,-1436.16,0,-2382.08
age41-104729,2034/35,50,8,1,7,0,0,0,51,71,250176.28,8599.48,8649.48,-50.0,0,16002,-1872,0,0,-1335,-2202,-180,-1763.52
age41-104729,2035/36,51,6,1,5,0,0,0,37,70,255332.48,5156.2,4956.2,200.0,0,10233,-1872,0,-84,-375,-1632,0,-1313.8
age41-104729,2036/37,52,6,1,5,0,0,0,52,69,269410.69,14078.21,14028.21,50.0,0,19753,-1872,0,0,-375,-1436.16,0,-2041.63
age41-104729,2037/38,53,6,0,6,0,0,0,40,68,282087.64,12676.95,12626.95,50.0,0,18394,-1872,0,0,-375,-1568.28,0,-1951.77
age41-104729,2038/39,54,6,0,6,0,0,0,38,66,295542.54,13454.9,13404.9,50.0,0,18108,-585,0,0,-375,-1632,-180,-1931.1
age41-104729,2039/40,55,8,0,8,0,0,0,62,66,307146.24,11603.7,11553.7,50.0,0,18218,-1443,0,0,-1335,-1937.76,0,-1948.54
age41-104729,2040/41,56,8,0,8,0,0,0,65,64,310878.44,3732.2,3682.2,50.0,0,10138,-1872,0,0,-1335,-1937.76,0,-1311.04
age41-104729,2041/42,57,6,0,6,0,0,0,33,62,315155.16,4276.72,4326.72,-50.0,0,9263,-1755,0,0,-375,-1568.28,0,-1238.0
age41-104729,2042/43,58,6,0,6,0,0,0,29,60,323772.44,8617.28,8667.28,-50.0,0,13988,-1833,0,0,-375,-1499.88,0,-1612.84
age41-104729,2043/44,59,6,0,6,0,0,0,29,58,330677.83,6905.39,6955.39,-50.0,0,12110,-1872,0,0,-375,-1436.16,0,-1471.45
age41-104729,2044/45,60,6,0,6,0,0,0,33,56,343291.38,12613.55,12663.55,-50.0,0,18322,-1872,0,-38,-375,-1436.16,0,-1937.29
age41-104729,2045/46,61,8,0,8,0,0,0,36,54,351743.16,8451.78,8501.78,-50.0,0,15528,-1872,0,-84,-1335,-2001.48,0,-1733.74
age41-104729,2046/47,62,8,0,8,0,0,0,47,52,355183.81,3440.65,3490.65,-50.0,0,10129,-1872,0,0,-1335,-1937.76,-180,-1313.59
age41-104729,2047/48,63,6,0,6,0,0,0,33,50,360879.46,5695.65,5645.65,50.0,0,10683,-1872,0,0,-375,-1436.16,0,-1354.19
age41-104729,2048/49,64,6,0,6,0,0,0,19,47,374193.98,13314.52,13364.52,-50.0,0,19122,-1872,0,0,-375,-1499.88,0,-2010.6
age41-104729,2049/50,65,6,0,6,0,0,0,27,45,384445.64,10251.66,10301.66,-50.0,0,15730,-1872,0,0,-375,-1436.16,0,-1745.18
age41-130363,2026/27,42,21,8,13,0,0,3,112,74,65666.32,57666.32,56666.32,1000.0,34950,31854,-7234,0,-8782,0,-6703,-180,12761.32
age41-130363,2027/28,43,18,5,12,0,0,0,84,74,131714.05,66047.73,65647.73,400.0,28850,49977,-3158,0,0,0,-6672.6,0,-3348.67
age41-130363,2028/29,44,17,13,4,0,0,2,113,74,178308.29,46594.24,46394.24,200.0,1440,55122,-1872,0,-84,-1235,-1470.36,0,-5506.4
age41-130363,2029/30,45,9,2,7,0,0,0,80,74,199000.15,20691.86,20641.86,50.0,0,28893,-1872,0,-38,-1335,-2001.48,-180,-2824.66
age41-130363,2030/31,46,10,5,5,0,0,1,133,73,217299.34,18299.19,18099.19,200.0,250,24168,-1872,0,0,-375,-1436.16,-180,-2455.65
age41-130363,2031/32,47,13,9,4,1,0,0,88,72,236155.96,18856.62,18656.62,200.0,1000,21578,-1872,0,0,-375,-1436.16,0,-238.22
age41-130363,2032/33,48,6,1,5,0,0,0,85,72,251236.4,15080.44,15130.44,-50.0,0,21174,-1872,0,0,-375,-1632,0,-2164.56
age41-130363,2033/34,49,7,2,5,0,0,0,77,71,262749.58,11513.18,11313.18,200.0,0,16992,-1872,0,-84,-375,-1499.88,0,-1847.94
age41-130363,2034/35,50,6,0,6,0,0,0,92,70,275788.54,13038.96,12988.96,50.0,0,19902,-1872,0,0,-1235,-1568.28,-180,-2057.76
age41-130363,2035/36,51,7,1,6,0,0,0,41,69,292504.02,16715.48,16765.48,-50.0,0,22459,-1443,0,0,-375,-1632,0,-2243.52
age41-130363,2036/37,52,6,0,6,0,0,0,38,67,307613.46,15109.44,15159.44,-50.0,0,19596,-585,0,0,-375,-1436.16,0,-2040.4
age41-130363,2037/38,53,6,1,5,0,0,0,35,66,321967.23,14353.77,14403.77,-50.0,0,20375,-1872,0,0,-375,-1632,0,-2092.23
age41-130363,2038/39,54,6,0,6,0,0,0,34,64,337272.35,15305.12,15355.12,-50.0,0,21183,-1872,0,0,-375,-1436.16,0,-2144.72
age41-130363,2039/40,55,8,0,8,0,0,0,30,63,346560.12,9287.77,9237.77,50.0,0,16210,-1872,0,0,-1335,-2001.48,0,-1763.75
age41-130363,2040/41,56,8,0,8,0,0,0,35,61,350361.08,3800.96,3850.96,-50.0,0,10533,-1872,0,0,-1335,-2138.28,0,-1336.76
age41-130363,2041/42,57,6,0,6,0,0,0,59,59,355216.82,4855.74,4905.74,-50.0,0,9998,-1755,0,-38,-375,-1632,0,-1292.26
age41-130363,2042/43,58,6,0,6,0,0,0,32,57,368418.02,13201.2,13251.2,-50.0,0,19168,-1833,0,-84,-375,-1632,0,-1992.8
age41-130363,2043/44,59,6,0,6,0,0,0,27,54,383377.04,14959.02,15009.02,-50.0,0,20894,-1872,0,0,-375,-1499.88,0,-2138.1
age41-130363,2044/45,60,6,0,6,0,0,0,30,52,399177.18,15800.14,15850.14,-50.0,0,21932,-1872,0,0,-375,-1436.16,-180,-2218.7
age41-130363,2045/46,61,8,0,8,0,0,0,27,50,411585.34,12408.16,12458.16,-50.0,0,19940,-1872,0,0,-1335,-2202,0,-2072.84
age41-130363,2046/47,62,8,0,8,0,0,0,26,47,414635.96,3050.62,3100.62,-50.0,0,9780,-1872,0,0,-1335,-2202,0,-1270.38
age41-130363,2047/48,63,6,0,6,0,0,0,25,44,419118.3,4482.34,4532.34,-50.0,0,9669,-1872,0,0,-375,-1632,0,-1257.66
age41-130363,2048/49,64,6,0,6,0,0,0,15,42,433381.49,14263.19,14213.19,50.0,0,20164,-1872,0,0,-375,-1632,0,-2071.81
age41-130363,2049/50,65,6,0,6,0,0,0,16,39,445675.46,12293.97,12343.97,-50.0,0,18161,-1872,0,0,-375,-1632,0,-1938.03
age42-104729,2026/27,43,21,8,13,0,0,1,126,74,58096.95,50096.95,48696.95,1400.0,29912.5,32320,-8598,0,-8782,0,-7302,-180,11326.45
age42-104729,2027/28,44,16,5,11,0,0,0,81,74,126957.23,68860.28,68860.28,0.0,23250,56514,-1794,0,0,0,-6216.6,-180,-2713.12
age42-104729,2028/29,45,10,5,5,0,0,3,131,74,161110.2,34152.97,33952.97,200.0,0,42930,-1872,0,-84,-1235,-1568.28,0,-4217.75
age42-104729,2029/30,46,10,3,7,0,0,0,66,73,176314.18,15203.98,14753.98,450.0,450,22292,-1872,0,0,-1335,-2202,-180,-2399.02
age42-104729,2030/31,47,7,1,6,0,0,0,73,73,181898.67,5584.49,5634.49,-50.0,0,10877,-1872,0,0,-375,-1632,0,-1363.51
age42-104729,2031/32,48,12,7,5,1,0,1,115,72,194626.8,12728.13,12678.13,50.0,1000,15081,-1872,0,-38,-375,-1436.16,0,318.29
age42-104729,2032/33,49,8,3,5,0,0,0,98,72,209278.52,14651.72,14701.72,-50.0,62.5,20837,-1872,0,0,-375,-1632,-180,-2138.78
age42-104729,2033/34,50,10,5,5,0,0,0,75,71,220384.34,11105.82,11055.82,50.0,125,16956,-1872,0,0,-375,-1499.88,-360,-1918.3
age42-104729,2034/35,51,6,1,5,0,0,0,45,70,234845.69,14461.35,14411.35,50.0,0,21195,-1872,0,-84,-1235,-1436.16,0,-2156.49
age42-104729,2035/36,52,7,2,5,0,0,0,60,69,250658.53,15812.84,15862.84,-50.0,0,21741,-1872,0,0,-375,-1436.16,0,-2195.0
age42-104729,2036/37,53,6,1,5,0,0,0,54,68,260373.88,9715.35,9765.35,-50.0,0,15368,-1872,0,0,-375,-1632,0,-1723.65
age42-104729,2037/38,54,6,0,6,0,0,0,46,66,271311.49,10937.61,10987.61,-50.0,0,16621,-1872,0,0,-375,-1563.6,0,-1822.79
age42-104729,2038/39,55,6,0,6,0,0,0,48,65,286952.34,15640.85,15690.85,-50.0,0,20317,-585,0,0,-375,-1568.28,0,-2097.87
age42-104729,2039/40,56,8,0,8,0,0,0,43,64,296551.76,9599.42,9649.42,-50.0,0,16200,-1443,0,0,-1335,-2001.48,0,-1771.1
age42-104729,2040/41,57,8,0,8,0,0,0,47,62,300191.16,3639.4,3689.4,-50.0,0,10365,-1872,0,0,-1335,-2138.28,0,-1330.32
age42-104729,2041/42,58,6,0,6,0,0,0,33,60,304940.67,4749.51,4799.51,-50.0,0,9842,-1755,0,0,-375,-1632,0,-1280.49
age42-104729,2042/43,59,6,0,6,0,0,0,27,58,317760.07,12819.4,12769.4,50.0,0,18352,-1833,0,0,-375,-1436.16,0,-1938.44
age42-104729,2043/44,60,6,0,6,0,0,0,29,56,328738.15,10978.08,11028.08,-50.0,0,16588,-1872,0,0,-375,-1499.88,0,-1813.04
age42-104729,2044/45,61,6,0,6,0,0,0,23,53,338643.71,9905.56,9855.56,50.0,0,15788,-1872,0,-122,-375,-1632,-180,-1751.44
age42-104729,2045/46,62,8,0,8,0,0,0,28,51,341976.22,3332.51,3382.51,-50.0,0,10036,-1872,0,0,-1335,-2133.6,0,-1312.89
age42-104729,2046/47,63,8,0,8,0,0,0,25,49,343070.63,1094.41,1144.41,-50.0,0,7478,-1872,0,0,-1335,-2006.16,0,-1120.43
age42-104729,2047/48,64,6,0,6,0,0,0,45,47,348769.89,5699.26,5749.26,-50.0,0,10873,-1872,0,0,-375,-1499.88,0,-1376.86
age42-104729,2048/49,65,6,0,6,0,0,0,27,45,361952.29,13182.4,13232.4,-50.0,0,19122,-1872,0,0,-375,-1632,0,-2010.6
age42-130363,2026/27,43,21,8,13,0,0,3,112,74,65666.32,57666.32,56666.32,1000.0,34950,31854,-7234,0,-8782,0,-6703,-180,12761.32
age42-130363,2027/28,44,20,8,11,0,0,2,120,74,139310.51,73644.19,73244.19,400.0,34350,52693,-3158,0,-84,0,-6321.84,0,-4234.97
age42-130363,2028/29,45,17,13,4,0,0,2,127,74,183935.42,44624.91,44424.91,200.0,750,53680,-1872,0,0,-1235,-1470.36,0,-5427.73
age42-130363,2029/30,46,16,3,13,0,0,0,79,73,219468.35,35532.93,34132.93,1400.0,4500,43849,-1872,0,-38,0,-6323,-360,-5623.07
age42-130363,2030/31,47,12,3,9,0,0,0,77,72,277689.8,58221.45,56221.45,2000.0,4000,66672,-1872,0,-84,0,-5313.44,0,-7181.11
age42-130363,2031/32,48,8,3,5,0,0,0,62,71,323629.62,45939.82,45989.82,-50.0,0,54386,-1872,0,0,-375,-1436.16,0,-4713.02
age42-130363,2032/33,49,6,1,5,0,0,0,52,70,339012.54,15382.92,15182.92,200.0,0,21168,-1872,0,0,-375,-1568.28,0,-2169.8
age42-130363,2033/34,50,7,2,5,0,0,0,77,70,353602.32,14589.78,14639.78,-50.0,0,20420,-1872,0,0,-375,-1436.16,0,-2097.06
age42-130363,2034/35,51,6,1,5,0,0,0,71,68,368371.45,14769.13,14819.13,-50.0,0,21678,-1872,0,0,-1235,-1568.28,0,-2183.59
age42-130363,2035/36,52,7,2,5,0,0,0,66,67,381239.88,12868.43,12918.43,-50.0,0,18789,-1872,0,0,-375,-1597.8,0,-2025.77
age42-130363,2036/37,53,7,2,5,0,0,0,53,66,391598.67,10358.79,10408.79,-50.0,0,15879,-1872,0,0,-375,-1436.16,0,-1787.05
age42-130363,2037/38,54,6,0,6,0,0,0,54,64,405948.66,14349.99,14299.99,50.0,0,18843,-585,0,0,-375,-1597.8,0,-1985.21
age42-130363,2038/39,55,6,0,6,0,0,0,32,62,421389.73,15441.07,15391.07,50.0,0,20991,-1443,0,0,-375,-1470.36,-180,-2131.57
age42-130363,2039/40,56,8,0,8,0,0,0,47,61,430728.56,9338.83,9288.83,50.0,0,16398,-1872,0,-122,-1335,-2001.48,0,-1778.69
age42-130363,2040/41,57,8,0,8,0,0,0,74,58,433762.18,3033.62,3083.62,-50.0,0,9707,-1872,0,0,-1335,-2138.28,0,-1278.1
age42-130363,2041/42,58,6,0,6,0,0,0,46,56,438546.31,4784.13,4834.13,-50.0,0,9878,-1755,0,0,-375,-1632,0,-1281.87
age42-130363,2042/43,59,6,1,5,0,0,0,28,54,451133.42,12587.11,12637.11,-50.0,0,18410,-1833,0,0,-375,-1632,0,-1932.89
age42-130363,2043/44,60,6,0,6,0,0,0,28,52,461967.41,10833.99,10883.99,-50.0,0,16422,-1872,0,0,-375,-1499.88,0,-1791.13
age42-130363,2044/45,61,6,0,6,0,0,0,34,49,475951.39,13983.98,14033.98,-50.0,0,19752,-1872,0,0,-375,-1436.16,0,-2034.86
age42-130363,2045/46,62,8,0,8,0,0,0,27,46,484897.39,8946.0,8996.0,-50.0,0,16100,-1872,0,0,-1335,-2133.6,0,-1763.4
age42-130363,2046/47,63,8,0,8,0,0,0,19,44,487981.16,3083.77,3133.77,-50.0,0,9806,-1872,0,0,-1335,-2006.16,-180,-1279.07
age42-130363,2047/48,64,6,0,6,0,0,0,15,41,492857.39,4876.23,4826.23,50.0,0,9973,-1872,0,0,-375,-1597.8,0,-1301.97
age42-130363,2048/49,65,6,0,6,0,0,0,28,39,507026.6,14169.21,14219.21,-50.0,0,20100,-1872,0,0,-375,-1568.28,0,-2065.51
age43-104729,2026/27,44,21,8,13,0,0,1,126,74,58096.95,50096.95,48696.95,1400.0,29912.5,32320,-8598,0,-8782,0,-7302,-180,11326.45
age43-104729,2027/28,45,13,3,10,0,0,0,99,74,118915.53,60818.58,60818.58,0.0,17750,52384,-1794,0,0,0,-6216.6,0,-1304.82
age43-104729,2028/29,46,12,7,5,0,0,0,97,73,153617.55,34702.02,34502.02,200.0,0,43630,-1872,0,-84,-1235,-1568.28,0,-4368.7
age43-104729,2029/30,47,14,8,6,0,0,1,106,73,166077.36,12459.81,12009.81,450.0,540,19777,-1872,0,0,-1335,-2202,-360,-2538.19
age43-104729,2030/31,48,6,0,6,0,0,0,85,72,171312.27,5234.91,5284.91,-50.0,0,10534,-1872,0,-38,-375,-1632,0,-1332.09
age43-104729,2031/32,49,8,3,5,0,0,0,63,72,180513.31,9201.04,9151.04,50.0,0,14529,-1872,0,0,-375,-1436.16,0,-1694.8
age43-104729,2032/33,50,6,0,6,0,0,0,66,71,195897.93,15384.62,14934.62,450.0,0,20967,-1872,0,0,-375,-1632,0,-2153.38
age43-104729,2033/34,51,6,0,6,0,0,0,75,70,207182.65,11284.72,11234.72,50.0,0,17007,-1872,0,0,-375,-1499.88,-180,-1845.4
age43-104729,2034/35,52,9,1,8,0,0,0,65,69,214375.15,7192.5,7142.5,50.0,0,14163,-1872,0,0,-1335,-2138.28,0,-1675.22
age43-104729,2035/36,53,6,0,6,0,0,0,37,68,220011.53,5636.38,5686.38,-50.0,0,10942,-1872,0,0,-375,-1632,0,-1376.62
age43-104729,2036/37,54,6,1,5,0,0,0,57,66,236481.4,16469.87,16519.87,-50.0,0,20686,-156,0,-84,-375,-1436.16,0,-2114.97
age43-104729,2037/38,55,6,1,5,0,0,0,53,65,253835.14,17353.74,17403.74,-50.0,0,23642,-1872,0,0,-375,-1632,0,-2359.26
age43-104729,2038/39,56,6,0,6,0,0,0,69,63,270069.59,16234.45,16284.45,-50.0,0,22423,-1872,0,0,-375,-1632,0,-2259.55
age43-104729,2039/40,57,8,0,8,0,0,0,53,61,279039.49,8969.9,9019.9,-50.0,0,16200,-1872,0,0,-1335,-2202,0,-1771.1
age43-104729,2040/41,58,8,0,8,0,0,0,70,60,282094.75,3055.26,3105.26,-50.0,0,9983,-1872,0,0,-1335,-2202,-180,-1288.74
age43-104729,2041/42,59,6,0,6,0,0,0,50,57,286711.03,4616.28,4666.28,-50.0,0,9570,-1755,0,0,-375,-1499.88,0,-1273.84
age43-104729,2042/43,60,6,0,6,0,0,0,29,56,295259.91,8548.88,8598.88,-50.0,0,13988,-1833,0,0,-375,-1568.28,0,-1612.84
age43-104729,2043/44,61,6,0,6,0,0,0,24,54,301859.83,6599.92,6649.92,-50.0,0,11994,-1872,0,0,-375,-1632,0,-1465.08
age43-104729,2044/45,62,6,0,6,0,0,0,20,51,314290.97,12431.14,12481.14,-50.0,0,18282,-1872,0,0,-375,-1436.16,-180,-1937.7
age43-104729,2045/46,63,8,0,8,0,0,0,30,49,322507.47,8216.5,8266.5,-50.0,0,15440,-1872,0,-38,-1335,-2202,0,-1726.5
age43-104729,2046/47,64,8,0,8,0,0,0,20,47,325762.59,3255.12,3305.12,-50.0,0,10124,-1872,0,-84,-1335,-2202,0,-1325.88
age43-104729,2047/48,65,6,0,6,0,0,0,28,45,331647.12,5884.53,5934.53,-50.0,0,11215,-1872,0,0,-375,-1632,0,-1401.47
