case,startAge,path,seed,seasons,endAge,matches,wins,losses,draws,winPercent,singlesTitles,worldTitles,worldFinals,prize,endCash,minimumCash,debtEpisodes,unresolvedDebt,startOverall,peakOverall,peakAge,endOverall,firstCardAge,cardAtStart,cardAtEnd,retired,finalStatus,worldRank,seniorRank,centuries,highestBreak,maximums,rawSaveBytes,sponsorIncome,otherNet,teamEvents
age21-start-q-tour-130363-30y,21,Q Tour,130363,30,51,884,560,287,37,63.35,7,0,0,3217420,5819904.3,78,0,False,72,92,34,80,24,False,False,False,Bottom Tour / At Risk,69,,504,145,0,130552806,2658340,167879.46,60
