case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age14-104729,2045/46,34,23,12,10,0,0,11,136,90,1924468.38,194494.96,194494.96,0.0,72200,141076,-585,0,-84,0,-6400.24,0,1400,-13111.8
age14-104729,2046/47,35,20,9,9,0,0,9,140,91,2072564.92,148096.54,148096.54,0.0,29500,137863,-1872,0,-122,0,-5413.76,0,1000,-12858.7
age14-104729,2047/48,36,13,10,3,0,0,1,125,91,2142260.65,69695.73,69695.73,0.0,350,81037,-1872,0,0,-1235,-1347,0,50,-7287.27
age14-104729,2048/49,37,26,15,10,0,0,10,135,91,2212043.46,69782.81,69782.81,0.0,43100,40675,-1872,0,-84,0,-6228,-360,0,-5448.19
age14-104729,2049/50,38,25,14,10,0,0,15,141,91,2308557.96,96514.5,96514.5,0.0,45400,65019,-1872,0,-38,0,-6608,-180,2000,-7206.5
age14-104729,2050/51,39,15,12,3,0,0,3,115,91,2349584.57,41026.61,41026.61,0.0,750,49281,-1872,0,-84,-1235,-1347,0,450,-4916.39
age14-104729,2051/52,40,29,17,11,0,0,14,141,91,2436145.63,86561.06,86561.06,0.0,40000,60582,-1872,0,0,0,-5677.04,-180,1400,-7691.9
age14-104729,2052/53,41,23,10,11,0,0,14,138,90,2517790.36,81644.73,81644.73,0.0,29100,67308,-1872,0,-122,0,-6316.6,0,1400,-7852.67
age14-104729,2053/54,42,23,19,4,1,0,10,142,90,2564020.56,46230.2,46230.2,0.0,5440,46305,-1794,0,0,-375,-1632,0,50,-1763.8
age14-104729,2054/55,43,11,7,4,0,0,6,141,89,2584506.5,20485.94,20485.94,0.0,350,26735,-1794,0,-84,-375,-1632,0,200,-2914.06
age14-104729,2055/56,44,13,8,5,0,0,5,144,88,2602614.3,18107.8,18107.8,0.0,250,24362,-1872,0,0,-375,-1632,-360,300,-2565.2
age14-104729,2056/57,45,11,9,2,0,0,5,144,87,2619119.44,16505.14,16505.14,0.0,0,23671,-1872,0,-38,-1235,-1185.36,0,-50,-2785.5
age14-104729,2057/58,46,24,12,10,0,0,13,128,86,2695101.6,75982.16,75982.16,0.0,43900,43859,-1872,0,-84,0,-5514.84,0,2000,-6306.0
age14-104729,2058/59,47,23,11,12,0,0,7,136,85,2772671.35,77569.75,77569.75,0.0,26500,66259,-1872,0,0,0,-5916.44,-180,400,-7620.81
age14-104729,2059/60,48,15,11,4,0,0,11,140,84,2803482.5,30811.15,30811.15,0.0,1290,36249,-1014,0,-122,-375,-1436.16,-180,50,-3650.69
age14-104729,2060/61,49,9,5,4,0,0,0,91,82,2819976.01,16493.51,16493.51,0.0,0,21212,-1014,0,0,-375,-1436.16,0,300,-2193.33
age14-104729,2061/62,50,8,3,5,0,0,2,116,81,2837471.72,17495.71,17495.71,0.0,0,23538,-1872,0,0,-375,-1436.16,-180,200,-2379.13
age14-104729,2062/63,51,13,9,4,0,0,3,109,79,2853464.84,15993.12,15993.12,0.0,0,23430,-1872,0,0,-1235,-1436.16,-180,50,-2763.72
age14-104729,2063/64,52,9,4,5,0,0,0,97,78,2870901.01,17436.17,17436.17,0.0,0,23262,-1872,0,0,-375,-1632,0,450,-2396.83
age14-104729,2064/65,53,6,1,5,0,0,2,134,76,2881481.82,10580.81,10580.81,0.0,0,16298,-1872,0,0,-375,-1632,0,-50,-1788.19
age14-104729,2065/66,54,7,1,6,0,0,0,40,74,2890626.68,9144.86,9144.86,0.0,0,14458,-1872,0,-84,-375,-1632,0,300,-1650.14
age14-104729,2066/67,55,7,2,5,0,0,0,65,72,2908080.04,17453.36,17453.36,0.0,0,23876,-1872,0,0,-375,-1499.88,-180,-50,-2445.76
age14-104729,2067/68,56,8,0,8,0,0,0,75,70,2918929.5,10849.46,10849.46,0.0,0,17960,-1872,0,0,-1335,-1937.76,0,-50,-1915.78
age14-104729,2068/69,57,9,2,7,0,0,0,44,68,2920880.76,1951.26,1951.26,0.0,0,8481,-1716,0,-38,-1335,-2202,0,-50,-1188.74
age14-104729,2069/70,58,7,1,6,0,0,0,47,66,2934417.11,13536.35,13536.35,0.0,0,19210,-1872,0,0,-375,-1632,0,200,-1994.65
age14-104729,2070/71,59,7,1,6,0,0,0,51,64,2946699.65,12282.54,12282.54,0.0,0,18142,-1872,0,0,-375,-1632,0,-50,-1930.46
age14-104729,2071/72,60,6,0,6,0,0,0,35,62,2962893.57,16193.92,16193.92,0.0,0,22382,-1872,0,0,-375,-1632,0,-50,-2259.08
age14-104729,2072/73,61,6,0,6,0,0,0,36,60,2970856.81,7963.24,7963.24,0.0,0,13362,-1872,0,0,-375,-1632,0,50,-1569.76
age14-104729,2073/74,62,8,0,8,0,0,0,21,58,2977734.0,6877.19,6877.19,0.0,0,13740,-1872,0,-84,-1335,-1937.76,0,-50,-1584.05
age14-104729,2074/75,63,8,0,8,0,0,0,51,55,2981084.87,3350.87,3350.87,0.0,0,8662,-156,0,0,-1335,-2202,-360,-50,-1208.13
age14-104729,2075/76,64,6,0,6,0,0,0,26,53,2986039.96,4955.09,4955.09,0.0,0,10071,-1872,0,0,-375,-1499.88,0,-50,-1319.03
age14-104729,2076/77,65,6,0,6,0,0,0,30,51,2998985.8,12945.84,12945.84,0.0,0,18626,-1872,0,0,-375,-1436.16,0,-50,-1947.0
age14-130363,2026/27,15,24,4,20,0,0,0,34,52,1234.5,-6765.5,-6765.5,-0.0,0,2900,-156,0,-11563,-285,-2428.2,0,450,4316.7
age14-130363,2027/28,16,23,7,16,0,0,0,56,55,1137.19,-97.31,-97.31,-0.0,8,2292,-464,0,-3658,-231,-1900,0,300,3555.69
age14-130363,2028/29,17,23,4,19,0,0,0,44,58,1208.06,70.87,70.87,-0.0,0,2502,-156,0,-3552,-184,-2280,0,-50,3790.87
age14-130363,2029/30,18,23,0,23,0,0,0,38,63,2288.13,1080.07,1080.07,-0.0,0,2776,-1500,0,-1066,-348,-2565,-50,-50,3883.07
age14-130363,2030/31,19,28,12,16,0,0,0,85,66,5943.59,3655.46,3655.46,0.0,43,7974,-4380,0,-84,-375,-2565,-540,450,3132.46
age14-130363,2031/32,20,24,7,17,0,0,1,127,70,9559.91,3616.32,3616.32,0.0,0,7686,-4800,0,-38,-325,-2257.2,0,-50,3400.52
age14-130363,2032/33,21,34,23,11,2,0,2,126,74,13104.69,3544.78,3544.78,0.0,308,7771,-6520,0,0,-375,-2257.2,0,-50,4667.98
age14-130363,2033/34,22,18,7,11,0,0,0,87,78,13966.46,861.77,861.77,0.0,4500,8482,-3700,0,-84,-1685,-4440,0,-50,-2161.23
age14-130363,2034/35,23,29,20,9,1,0,7,136,80,93954.87,79988.41,79988.41,0.0,75470,16892,-1872,0,-480,-1785,-3793.68,-180,450,-4712.91
age14-130363,2035/36,24,15,2,11,0,0,4,136,82,121142.51,27187.64,27187.64,0.0,4000,33941,-1872,0,-122,0,-6663,-180,1400,-3316.36
age14-130363,2036/37,25,17,6,10,0,0,6,145,83,183943.67,62801.16,62801.16,0.0,12000,63438,-1872,0,0,0,-6228,-180,2000,-6356.84
age14-130363,2037/38,26,31,20,11,0,0,14,141,85,227529.09,43585.42,43585.42,0.0,9850,52926,-1872,0,-84,-1685,-3556.08,-180,50,-11863.5
age14-130363,2038/39,27,27,16,11,0,0,8,143,86,244451.85,16922.76,16922.76,0.0,7750,26340,-1872,0,-38,-1685,-4006.8,-180,300,-9685.44
age14-130363,2039/40,28,48,38,10,2,0,22,144,87,340839.53,96387.68,96387.68,0.0,83130,24262,-1833,0,-84,-1785,-4044.48,0,200,-3457.84
age14-130363,2040/41,29,44,34,10,1,0,23,143,87,435555.09,94715.56,94715.56,0.0,81170,25544,-1755,0,-122,-1785,-3806.88,-180,200,-4549.56
age14-130363,2041/42,30,35,24,11,0,0,17,136,88,451477.71,15922.62,15922.62,0.0,3600,27880,-1872,0,-122,-1785,-4291.8,-540,450,-7396.58
age14-130363,2042/43,31,24,14,10,0,0,11,138,89,516547.16,65069.45,65069.45,0.0,34950,41406,-1872,0,0,0,-6228,0,2000,-5186.55
age14-130363,2043/44,32,23,12,9,0,0,15,141,89,597199.87,80652.71,80652.71,0.0,28500,65392,-1872,0,-84,0,-6193.8,0,2000,-7089.49
age14-130363,2044/45,33,13,9,4,0,0,7,137,90,645815.21,48615.34,48615.34,0.0,350,57264,-1443,0,-38,-1235,-1436.16,0,450,-5296.5
age14-130363,2045/46,34,14,9,5,0,0,4,130,90,669721.9,23906.69,23906.69,0.0,0,30948,-585,0,-84,-1335,-1853.28,0,300,-3484.03
age14-130363,2046/47,35,22,17,5,1,0,12,147,91,695213.89,25491.99,25491.99,0.0,7440,23418,-1872,0,0,-1335,-2001.48,-180,450,-427.53
age14-130363,2047/48,36,23,18,5,0,0,13,138,91,716264.23,21050.34,21050.34,0.0,4440,24408,-1872,0,-84,-1235,-1436.16,0,200,-3370.5
age14-130363,2048/49,37,19,14,5,0,0,7,138,91,734053.51,17789.28,17789.28,0.0,750,24800,-1872,0,-38,-1335,-1686.96,0,300,-3128.76
age14-130363,2049/50,38,19,14,5,0,0,6,138,91,752149.59,18096.08,18096.08,0.0,150,26000,-1872,0,0,-1335,-1917,0,450,-3379.92
age14-130363,2050/51,39,23,12,10,0,0,16,142,91,815733.15,63583.56,63583.56,0.0,44000,39038,-1872,0,-84,0,-7355,0,1000,-11143.44
age14-130363,2051/52,40,28,18,10,0,0,18,136,91,922696.81,106963.66,106963.66,0.0,57100,64444,-1872,0,-122,0,-6893,-180,2000,-7513.34
age14-130363,2052/53,41,24,20,4,1,0,15,140,90,1003076.12,80379.31,80379.31,0.0,13250,69599,-1872,0,0,-375,-1917,0,450,1244.31
age14-130363,2053/54,42,17,13,4,0,0,9,135,89,1029318.67,26242.55,26242.55,0.0,1462.5,32195,-1872,0,-84,-375,-1632,0,-50,-3401.95
age14-130363,2054/55,43,16,13,3,1,0,7,134,88,1053672.93,24354.26,24354.26,0.0,3250,24973,-1794,0,-38,-375,-1632,0,150,-179.74
age14-130363,2055/56,44,21,16,5,0,0,8,141,88,1073728.31,20055.38,20055.38,0.0,3215,24083,-1794,0,0,-375,-1632,-360,150,-3231.62
age14-130363,2056/57,45,15,13,2,0,0,8,133,87,1090371.27,16642.96,16642.96,0.0,890,23370,-1872,0,-84,-1235,-1347,-180,200,-3099.04
age14-130363,2057/58,46,27,12,12,0,0,19,142,85,1145349.66,54978.39,54978.39,0.0,23150,45638,-1872,0,-38,0,-5480.64,0,1000,-7418.97
age14-130363,2058/59,47,23,11,11,0,0,10,141,84,1222827.69,77478.03,77478.03,0.0,29900,60922,-1872,0,-84,0,-5480.64,-360,2000,-7547.33
age14-130363,2059/60,48,11,7,4,0,0,3,133,83,1266989.47,44161.78,44161.78,0.0,0,51518,-1014,0,0,-375,-1568.28,0,300,-4698.94
age14-130363,2060/61,49,8,3,5,0,0,1,123,82,1281278.57,14289.1,14289.1,0.0,0,19260,-1014,0,0,-375,-1436.16,-180,50,-2015.74
age14-130363,2061/62,50,6,1,5,0,0,1,124,80,1299077.35,17798.78,17798.78,0.0,0,23586,-1872,0,-84,-375,-1568.28,0,450,-2337.94
age14-130363,2062/63,51,15,9,6,0,0,5,127,78,1312342.53,13265.18,13265.18,0.0,0,21216,-1872,0,0,-1335,-2167.8,0,50,-2626.02
age14-130363,2063/64,52,7,2,5,0,0,0,79,76,1327938.67,15596.14,15596.14,0.0,0,21545,-1872,0,-38,-375,-1436.16,0,-50,-2177.7
age14-130363,2064/65,53,6,1,5,0,0,0,51,74,1343407.85,15469.18,15469.18,0.0,0,21406,-1872,0,0,-375,-1568.28,0,50,-2171.54
age14-130363,2065/66,54,6,0,6,0,0,0,50,72,1354323.63,10915.78,10915.78,0.0,0,16512,-1872,0,0,-375,-1436.16,-180,50,-1783.06
age14-130363,2066/67,55,6,0,6,0,0,0,88,70,1363427.82,9104.19,9104.19,0.0,0,14606,-1872,0,0,-375,-1568.28,0,-50,-1636.53
age14-130363,2067/68,56,8,1,7,0,0,0,49,68,1370509.89,7082.07,7082.07,0.0,0,13947,-1872,0,0,-1335,-2001.48,0,-50,-1606.45
age14-130363,2068/69,57,8,0,8,0,0,0,77,65,1372120.33,1610.44,1610.44,0.0,0,8047,-1872,0,0,-1335,-2138.28,0,50,-1141.28
age14-130363,2069/70,58,6,0,6,0,0,0,45,63,1375845.49,3725.16,3725.16,0.0,0,8851,-1755,0,-84,-375,-1632,0,-50,-1229.84
age14-130363,2070/71,59,6,0,6,0,0,0,35,61,1385207.19,9361.7,9361.7,0.0,0,14728,-1833,0,0,-375,-1436.16,0,-50,-1672.14
age14-130363,2071/72,60,6,0,6,0,0,0,49,59,1397361.33,12154.14,12154.14,0.0,0,17962,-1872,0,0,-375,-1436.16,-180,-50,-1894.7
age14-130363,2072/73,61,6,0,6,0,0,0,44,56,1411334.25,13972.92,13972.92,0.0,0,19966,-1872,0,0,-375,-1632,0,-50,-2064.08
age14-130363,2073/74,62,8,0,8,0,0,0,22,53,1420472.23,9137.98,9137.98,0.0,0,15826,-1872,0,0,-1335,-1937.76,0,200,-1743.26
age14-130363,2074/75,63,8,0,8,0,0,0,28,51,1423673.87,3201.64,3201.64,0.0,0,8064,-156,0,0,-1335,-2006.16,-180,-50,-1135.2
age14-130363,2075/76,64,6,0,6,0,0,0,20,48,1428427.46,4753.59,4753.59,0.0,0,9975,-1872,0,0,-375,-1632,0,-50,-1292.41
age14-130363,2076/77,65,6,0,6,0,0,0,21,46,1442376.79,13949.33,13949.33,0.0,0,19728,-1872,0,0,-375,-1436.16,0,-50,-2045.51
age16-104729,2026/27,17,34,24,10,2,0,1,126,66,3864.85,-4135.15,-4135.15,-0.0,2503,2950,-1500,0,-9695,-340,-2291.4,0,450,3788.25
age16-104729,2027/28,18,40,31,9,3,0,1,121,70,6837.88,2973.03,2973.03,0.0,1416,3177,-2130,0,0,-300,-2565,0,200,3175.03
age16-104729,2028/29,19,49,33,16,2,0,3,122,74,6158.72,-679.16,-679.16,0.0,1393,10464,-5282,0,-122,-1930,-4861.8,-360,300,-280.36
age16-104729,2029/30,20,38,20,18,0,0,1,123,76,3527.01,-2631.71,-2631.71,0.0,753,9774,-6536,0,0,-1745,-3806.88,-540,200,-730.83
age16-104729,2030/31,21,39,29,10,1,0,5,115,80,8667.31,5140.3,5140.3,0.0,665,9179,-4864,0,-84,-375,-2565,0,200,2984.3
age16-104729,2031/32,22,26,17,9,0,0,5,141,82,16166.28,7498.97,7498.97,0.0,12270,8482,-5220,0,-38,-1685,-3656.4,0,200,-2853.63
age16-104729,2032/33,23,18,7,11,0,0,4,118,83,60725.44,44559.16,44559.16,0.0,19750,30842,-1872,0,-564,0,-5278,0,1400,281.16
age16-104729,2033/34,24,22,9,11,0,0,9,134,85,135543.13,74817.69,74817.69,0.0,25250,63369,-1872,0,-122,0,-6228,-180,1000,-6399.31
age16-104729,2034/35,25,29,20,9,1,0,15,142,86,262256.01,126712.88,126712.88,0.0,77250,62400,-1872,0,0,-1685,-4041,-180,450,-5609.12
age16-104729,2035/36,26,36,25,11,0,0,18,140,87,294849.45,32593.44,32593.44,0.0,7870,40598,-1872,0,-84,-1785,-4326,0,450,-8257.56
age16-104729,2036/37,27,22,9,11,0,0,14,142,88,340037.24,45187.79,45187.79,0.0,31250,26459,-1872,0,-122,0,-6513,0,0,-4014.21
age16-104729,2037/38,28,24,13,11,0,0,16,140,88,421810.08,81772.84,81772.84,0.0,32000,62051,-1872,0,0,0,-5480.64,-180,2000,-6745.52
age16-104729,2038/39,29,38,30,8,3,0,17,139,89,574040.5,152230.42,152230.42,0.0,87750,63500,-1872,0,-122,-1685,-4041,-360,200,8860.42
age16-104729,2039/40,30,35,26,9,1,0,14,136,90,603141.09,29100.59,29100.59,0.0,9700,32888,-1833,0,-84,-1685,-4041,0,300,-6144.41
age16-104729,2040/41,31,43,34,9,2,0,17,139,91,668203.54,65062.45,65062.45,0.0,45750,28705,-1755,0,-122,-1785,-4326,-720,450,-1134.55
age16-104729,2041/42,32,22,17,5,0,0,11,136,91,688944.14,20740.6,20740.6,0.0,900,28209,-1872,0,0,-1335,-1686.96,-360,450,-3564.44
age16-104729,2042/43,33,23,12,11,0,0,17,137,92,742617.98,53673.84,53673.84,0.0,34750,31756,-1443,0,-122,0,-6228,-180,0,-4859.16
age16-104729,2043/44,34,32,19,10,0,0,25,141,92,859768.12,117150.14,117150.14,0.0,69400,61400,-585,0,-84,0,-6608,0,1400,-7772.86
age16-104729,2044/45,35,23,20,3,2,0,10,135,93,938444.96,78676.84,78676.84,0.0,18300,57516,-1872,0,0,-375,-1632,0,450,6289.84
age16-104729,2045/46,36,18,6,11,0,0,6,142,93,991749.4,53304.44,53304.44,0.0,11250,55742,-1872,0,-122,0,-6323,0,400,-5770.56
age16-104729,2046/47,37,17,5,10,0,0,8,134,93,1059878.22,68128.82,68128.82,0.0,20000,63807,-1872,0,0,0,-7545,0,1000,-7261.18
age16-104729,2047/48,38,12,8,4,0,0,5,131,93,1100382.08,40503.86,40503.86,0.0,0,49349,-1872,0,0,-1235,-1436.16,0,300,-4601.98
age16-104729,2048/49,39,20,14,6,0,0,10,139,93,1122238.58,21856.5,21856.5,0.0,3150,26725,-1872,0,-122,-1335,-1750.68,0,300,-3238.82
age16-104729,2049/50,40,19,13,6,0,0,9,139,93,1140506.8,18268.22,18268.22,0.0,2000,23922,-1872,0,0,-1335,-1853.28,0,450,-3043.5
age16-104729,2050/51,41,14,9,5,0,0,8,139,92,1159270.74,18763.94,18763.94,0.0,890,24252,-1872,0,0,-375,-1632,0,300,-2799.06
age16-104729,2051/52,42,22,16,6,1,0,7,131,92,1177351.45,18080.71,18080.71,0.0,3790,20418,-1872,0,-84,-1335,-1937.76,-360,200,-738.53
age16-104729,2052/53,43,16,11,5,1,0,7,134,91,1197446.99,20095.54,20095.54,0.0,2250,21427,-1872,0,0,-375,-1632,0,200,97.54
age16-104729,2053/54,44,19,14,5,0,0,7,135,90,1213535.62,16088.63,16088.63,0.0,1750,20241,-1872,0,-38,-375,-1436.16,0,450,-2631.21
age16-104729,2054/55,45,18,15,3,1,0,8,139,89,1238019.04,24483.42,24483.42,0.0,6000,22222,-1794,0,-84,-375,-1568.28,0,50,32.7
age16-104729,2055/56,46,16,12,4,0,0,8,142,88,1256933.98,18914.94,18914.94,0.0,2250,22943,-1794,0,0,-375,-1632,-180,300,-2597.06
age16-104729,2056/57,47,9,4,5,0,0,1,117,87,1274154.86,17220.88,17220.88,0.0,0,24076,-1872,0,0,-1235,-1436.16,-180,450,-2581.96
age16-104729,2057/58,48,17,10,7,0,0,6,135,86,1286219.15,12064.29,12064.29,0.0,800,18365,-585,0,-122,-1335,-1937.76,-540,-50,-2530.95
age16-104729,2058/59,49,14,9,5,0,0,5,130,84,1302593.47,16374.32,16374.32,0.0,1250,20233,-1443,0,0,-375,-1436.16,0,450,-2304.52
age16-104729,2059/60,50,12,8,4,0,0,5,131,83,1313881.67,11288.2,11288.2,0.0,540,16572,-1872,0,0,-375,-1499.88,-180,200,-2096.92
age16-104729,2060/61,51,9,4,5,0,0,1,133,82,1327897.51,14015.84,14015.84,0.0,150,19712,-1872,0,0,-375,-1436.16,0,-50,-2113.0
age16-104729,2061/62,52,7,2,5,0,0,0,74,80,1345255.29,17357.78,17357.78,0.0,0,23611,-1872,0,0,-375,-1436.16,-180,-50,-2340.06
age16-104729,2062/63,53,8,3,5,0,0,2,134,78,1361578.77,16323.48,16323.48,0.0,0,23575,-1872,0,-84,-1235,-1470.36,0,-50,-2540.16
age16-104729,2063/64,54,7,2,5,0,0,0,80,76,1378630.31,17051.54,17051.54,0.0,0,23389,-1872,0,0,-375,-1632,0,-50,-2408.46
age16-104729,2064/65,55,9,4,5,0,0,0,60,74,1390340.56,11710.25,11710.25,0.0,62.5,17461,-1872,0,0,-375,-1632,0,-50,-1884.25
age16-104729,2065/66,56,6,0,6,0,0,0,54,72,1404053.65,13713.09,13713.09,0.0,0,19976,-1872,0,0,-375,-1632,-360,50,-2073.91
age16-104729,2066/67,57,6,1,5,0,0,0,68,70,1418613.1,14559.45,14559.45,0.0,0,20397,-1872,0,-38,-375,-1499.88,0,50,-2102.67
age16-104729,2067/68,58,8,0,8,0,0,0,62,68,1430752.12,12139.02,12139.02,0.0,0,19541,-1872,0,0,-1335,-2202,0,50,-2042.98
age16-104729,2068/69,59,8,0,8,0,0,0,36,66,1433943.17,3191.05,3191.05,0.0,0,9843,-1872,0,0,-1335,-2202,0,50,-1292.95
age16-104729,2069/70,60,7,1,6,0,0,0,53,64,1438536.99,4593.82,4593.82,0.0,0,9691,-1755,0,0,-375,-1632,0,-50,-1285.18
age16-104729,2070/71,61,6,0,6,0,0,0,59,62,1448014.43,9477.44,9477.44,0.0,0,15052,-1833,0,0,-375,-1632,0,-50,-1684.56
age16-104729,2071/72,62,6,0,6,0,0,0,27,59,1461376.67,13362.24,13362.24,0.0,0,19388,-1872,0,-84,-375,-1436.16,-180,-50,-2028.6
age16-104729,2072/73,63,6,0,6,0,0,0,28,57,1474561.87,13185.2,13185.2,0.0,0,17246,-156,0,0,-375,-1632,0,-50,-1847.8
age16-104729,2073/74,64,8,0,8,0,0,0,38,55,1485189.27,10627.4,10627.4,0.0,0,17664,-1872,0,0,-1335,-2006.16,0,50,-1873.44
age16-104729,2074/75,65,8,1,7,0,0,0,46,52,1488497.55,3308.28,3308.28,0.0,0,10198,-1872,0,0,-1335,-2133.6,-180,-50,-1319.12
age16-130363,2026/27,17,32,22,10,1,0,0,56,66,4421.85,-3578.15,-3578.15,-0.0,2080,2950,-1500,0,-8515,-331,-2565,0,450,3852.85
age16-130363,2027/28,18,34,25,9,2,0,0,95,70,6240.65,1818.8,1818.8,0.0,316,2550,-1778,0,0,-300,-2565,0,300,3295.8
age16-130363,2028/29,19,41,34,7,3,0,0,93,74,8582.79,2342.14,2342.14,0.0,628,9413,-8850,0,-84,-375,-2565,0,200,3975.14
age16-130363,2029/30,20,33,19,14,0,0,0,96,77,2907.0,-5675.79,-5675.79,0.0,3,8752,-7526,0,-38,-1745,-4326,-180,-50,-565.79
age16-130363,2030/31,21,48,42,6,5,0,5,141,80,19681.19,16774.19,16774.19,0.0,7645,10166,-5814,0,-84,-375,-2257.2,0,300,7193.39
age16-130363,2031/32,22,40,31,9,1,0,21,142,82,24955.27,5274.08,5274.08,0.0,5200,9005,-1872,0,-518,-1785,-4193.88,-360,450,-652.04
age16-130363,2032/33,23,16,4,11,0,0,5,138,83,62894.29,37939.02,37939.02,-0.0,4500,40429,-1872,0,0,0,-5514.84,0,1000,-603.14
age16-130363,2033/34,24,23,10,12,0,0,7,145,85,139346.52,76452.23,76452.23,0.0,26600,63981,-1872,0,-84,0,-6228,0,400,-6344.77
age16-130363,2034/35,25,28,19,9,0,0,4,141,86,197521.77,58175.25,58175.25,0.0,15370,62188,-1872,0,-38,-1685,-3305.28,-180,450,-12752.47
age16-130363,2035/36,26,20,7,11,0,0,10,134,87,258099.83,60578.06,60578.06,0.0,19250,54275,-585,0,-84,0,-5514.84,-360,400,-6803.1
age16-130363,2036/37,27,28,17,9,0,0,21,139,88,432570.42,174470.59,174470.59,0.0,128400,61379,-1404,0,-122,0,-6513,-180,1400,-8489.41
age16-130363,2037/38,28,21,9,11,0,0,13,141,89,528604.17,96033.75,96033.75,0.0,44000,66183,-1755,0,-84,0,-6651.04,0,2000,-7659.21
age16-130363,2038/39,29,20,10,10,0,0,11,141,89,635851.13,107246.96,107246.96,0.0,53250,69000,-1872,0,-38,0,-6765.04,0,1000,-7328.0
age16-130363,2039/40,30,38,32,6,2,0,21,142,90,767137.36,131286.23,131286.23,0.0,81750,53032,-1872,0,-84,-1685,-3590.64,0,300,3435.87
age16-130363,2040/41,31,18,6,11,0,0,16,135,90,803479.02,36341.66,36341.66,0.0,9500,37291,-1872,0,-84,0,-5480.64,0,2000,-5012.7
age16-130363,2041/42,32,23,11,11,0,0,14,139,91,873873.45,70394.43,70394.43,0.0,19650,65302,-1872,0,-38,0,-5480.64,0,1000,-8166.93
age16-130363,2042/43,33,14,10,4,1,0,7,130,92,934397.25,60523.8,60523.8,0.0,9000,54764,-1872,0,0,-375,-1632,0,-50,688.8
age16-130363,2043/44,34,25,16,8,0,0,15,135,92,1034883.3,100486.05,100486.05,0.0,65600,49690,-1872,0,-122,0,-6418,0,0,-6391.95
age16-130363,2044/45,35,56,39,17,1,0,36,144,93,2026621.8,991738.5,991738.5,0.0,837800,181029,-1872,0,-206,0,-8328,0,1000,-17684.5
age16-130363,2045/46,36,38,23,13,1,0,27,142,93,2845799.38,819177.58,819177.58,0.0,534750,294326,-1872,0,-122,0,-9701,-360,1000,1156.58
age16-130363,2046/47,37,23,10,12,0,0,15,136,93,3262557.6,416758.22,416758.22,0.0,195600,252573,-1872,0,-84,0,-9121,0,2000,-22337.78
age16-130363,2047/48,38,29,15,11,0,0,13,137,93,3489587.92,227030.32,227030.32,0.0,81900,171585,-1872,0,-122,0,-8646,0,2000,-17814.68
age16-130363,2048/49,39,22,18,4,0,0,12,137,93,3608122.42,118534.5,118534.5,0.0,1290,133469,-1872,0,0,-1235,-1632,0,450,-11935.5
age16-130363,2049/50,40,23,11,11,0,0,13,136,93,3659087.8,50965.38,50965.38,0.0,26750,35513,-1443,0,-84,0,-6288.8,0,1400,-4881.82
age16-130363,2050/51,41,26,15,9,0,0,18,142,92,3748999.03,89911.23,89911.23,0.0,42100,59381,-585,0,-122,0,-5514.84,0,2000,-7347.93
age16-130363,2051/52,42,16,14,2,0,0,12,140,91,3787967.47,38968.44,38968.44,0.0,1250,46512,-1755,0,0,-1235,-1347,0,450,-4906.56
age16-130363,2052/53,43,27,14,12,0,0,9,135,91,3856226.72,68259.25,68259.25,0.0,37600,43563,-1833,0,-122,0,-6323,0,2000,-6625.75
age16-130363,2053/54,44,27,15,10,0,0,20,138,90,3971442.4,115215.68,115215.68,0.0,60750,68587,-1872,0,-84,0,-5898.64,0,1400,-7666.68
age16-130363,2054/55,45,14,10,4,0,0,7,144,89,4018135.16,46692.76,46692.76,0.0,2000,53045,-1872,0,0,-375,-1499.88,0,300,-4905.36
age16-130363,2055/56,46,15,10,5,0,0,5,133,87,4041804.6,23669.44,23669.44,0.0,1375,29426,-1872,0,-38,-375,-1436.16,-360,50,-3100.4
age16-130363,2056/57,47,9,5,4,0,0,4,135,86,4058881.86,17077.26,17077.26,0.0,0,24350,-1872,0,-84,-1235,-1632,-180,200,-2469.74
age16-130363,2057/58,48,18,12,6,0,0,10,139,85,4074316.53,15434.67,15434.67,0.0,150,23926,-1872,0,0,-1335,-2202,-180,-50,-3002.33
age16-130363,2058/59,49,13,8,5,0,0,2,132,83,4093711.79,19395.26,19395.26,0.0,1312.5,24539,-1872,0,0,-375,-1632,0,50,-2627.24
age16-130363,2059/60,50,10,5,5,0,0,1,111,82,4103475.05,9763.26,9763.26,0.0,0,15637,-1872,0,0,-375,-1632,-180,50,-1864.74
age16-130363,2060/61,51,9,3,6,0,0,2,110,80,4115039.46,11564.41,11564.41,0.0,0,17388,-1872,0,0,-375,-1632,0,50,-1994.59
age16-130363,2061/62,52,10,5,5,0,0,0,85,78,4133495.22,18455.76,18455.76,0.0,750,24024,-1872,0,-122,-375,-1632,0,150,-2467.24
age16-130363,2062/63,53,9,4,5,0,0,1,112,76,4150788.05,17292.83,17292.83,0.0,0,24600,-1872,0,0,-1235,-1632,0,-50,-2518.17
age16-130363,2063/64,54,6,0,6,0,0,0,67,74,4170103.69,19315.64,19315.64,0.0,0,25451,-1872,0,0,-375,-1436.16,-180,200,-2472.2
