case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age12-start-club-junior-104729-30y,24,2038-06-30,82,96,147404.32,False,82.28,90.65,94.14,89.61,74.52,89.8,92.61,83.84,74.08,51.29,67.4,65.2,69.9,69.1,65.5
age12-start-club-junior-104729-30y,25,2039-06-30,84,97,247277.36,True,84.14,91.62,94.88,90.98,76.39,91.08,93.61,85.66,75.99,52.67,68.78,65.89,70.42,69.85,66.36
age12-start-club-junior-104729-30y,26,2040-06-30,85,98,340665.78,True,85.84,92.48,95.5,92.03,78.21,92.04,94.37,87.04,77.66,53.86,70.18,66.59,70.94,70.6,67.24
age12-start-club-junior-104729-30y,27,2041-06-30,86,99,507354.74,True,87.01,93.15,95.97,92.93,79.62,92.76,94.91,88.07,79.0,54.87,71.25,67.12,71.34,71.18,67.9
age12-start-club-junior-104729-30y,28,2042-06-30,87,99,675186.65,True,88.03,93.74,96.4,93.78,81.01,93.5,95.45,89.14,80.47,56.01,72.26,67.63,71.72,71.75,68.54
age12-start-club-junior-104729-30y,29,2043-06-30,87,99,1406602.66,True,88.85,94.17,96.73,94.42,82.15,94.07,95.87,89.99,81.67,56.99,73.39,68.19,72.14,72.24,69.24
age12-start-club-junior-104729-30y,30,2044-06-30,88,99,1959613.88,True,89.69,94.63,97.02,94.92,83.22,94.54,96.21,90.69,82.75,57.86,74.37,68.68,72.51,72.76,69.86
age12-start-club-junior-104729-30y,31,2045-06-30,88,99,2621554.12,True,90.39,95.03,97.3,95.42,84.2,95.0,96.55,91.38,83.81,58.78,75.27,69.13,72.85,73.23,70.42
age12-start-club-junior-104729-30y,32,2046-06-30,89,99,3805869.96,True,91.03,95.38,97.57,95.86,85.13,95.47,96.89,92.13,84.94,59.82,76.11,69.56,73.17,73.71,70.95
age12-start-club-junior-104729-30y,33,2047-06-30,89,99,4353211.78,True,91.65,95.7,97.85,96.25,86.04,95.87,97.19,92.74,85.89,60.75,77.2,70.1,73.58,74.2,71.63
age12-start-club-junior-104729-30y,34,2048-06-30,90,99,5662006.34,True,92.17,95.97,98.07,96.51,86.73,96.14,97.41,93.18,86.57,61.49,77.97,70.48,73.86,74.63,72.11
age12-start-club-junior-104729-30y,35,2049-06-30,90,94,6340300.48,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,36,2050-06-30,90,94,6938589.4,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,37,2051-06-30,90,94,7333039.08,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,38,2052-06-30,90,94,8270648.65,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,39,2053-06-30,90,94,8888784.07,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,40,2054-06-30,90,90,9356113.81,True,92.62,96.23,98.31,96.82,87.38,96.41,97.64,93.59,87.25,62.26,78.75,70.87,74.16,75.03,72.59
age12-start-club-junior-104729-30y,41,2055-06-30,90,90,10168246.61,True,91.9,95.45,97.5,96.39,87.03,96.41,97.64,93.59,87.25,62.26,77.45,70.19,73.0,74.27,71.49
age12-start-club-junior-104729-30y,42,2056-06-30,89,89,10885655.88,True,91.02,94.5,96.51,95.86,86.6,96.41,97.64,93.59,87.25,62.26,75.89,69.36,71.62,73.33,70.16
age12-start-club-junior-130363-30y,12,2026-05-11,47,92,8000,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age12-start-club-junior-130363-30y,13,2027-06-30,50,92,3643.9,False,44.75,56.1,55.84,39.58,43.01,48.53,52.6,44.95,43.2,27.38,43.1,53.05,60.79,56.25,50.31
age12-start-club-junior-130363-30y,14,2028-06-30,53,93,6327.2,False,47.89,59.27,59.92,43.85,45.73,52.27,56.71,48.25,45.87,29.31,45.34,54.17,61.63,57.32,51.71
age12-start-club-junior-130363-30y,15,2029-06-30,56,90,7170.46,False,51.54,62.95,64.33,48.41,48.67,56.21,60.92,51.72,48.53,31.43,47.41,55.21,62.4,58.56,53.01
age12-start-club-junior-130363-30y,16,2030-06-30,59,93,7904.26,False,54.76,66.46,68.94,54.02,51.43,60.37,65.09,55.25,51.28,33.66,49.54,56.27,63.2,59.68,54.34
age12-start-club-junior-130363-30y,17,2031-06-30,62,90,8273.21,False,57.95,69.83,73.12,58.86,54.08,64.42,69.23,58.79,54.01,35.82,51.54,57.27,63.95,60.76,55.59
age12-start-club-junior-130363-30y,18,2032-06-30,66,94,8399.28,False,62.3,74.32,78.59,64.76,57.64,69.28,74.33,63.02,57.45,38.37,54.52,58.76,65.07,62.24,57.45
age12-start-club-junior-130363-30y,19,2033-06-30,70,88,9893.9,False,66.21,78.78,83.63,70.62,61.04,74.4,79.81,67.54,61.15,41.04,56.91,59.95,65.96,63.56,58.94
age12-start-club-junior-130363-30y,20,2034-06-30,74,92,13706.34,False,70.09,82.73,87.46,76.86,64.39,79.54,84.45,72.04,64.76,43.76,59.26,61.13,66.85,64.9,60.41
age12-start-club-junior-130363-30y,21,2035-06-30,77,95,22267.34,False,73.96,85.78,90.29,82.43,67.71,83.97,87.97,76.32,68.01,46.37,61.79,62.4,67.8,66.25,61.99
age12-start-club-junior-130363-30y,22,2036-06-30,80,94,24326.93,True,78.0,88.27,92.42,86.44,71.07,87.23,90.58,80.31,71.14,48.73,64.83,63.91,68.93,67.63,63.89
age12-start-club-junior-130363-30y,23,2037-06-30,81,95,102016.52,True,80.34,89.62,93.39,88.2,72.9,88.63,91.69,82.21,72.78,49.98,66.23,64.61,69.46,68.41,64.77
age12-start-club-junior-130363-30y,24,2038-06-30,82,96,198269.78,False,82.28,90.7,94.24,89.91,74.68,90.07,92.79,84.22,74.69,51.42,67.47,65.23,69.92,69.11,65.54
age12-start-club-junior-130363-30y,25,2039-06-30,84,97,243848.79,True,84.17,91.7,95.0,91.31,76.59,91.35,93.78,86.05,76.65,52.86,68.88,65.94,70.45,69.88,66.42
age12-start-club-junior-130363-30y,26,2040-06-30,85,98,326049.98,True,85.82,92.55,95.62,92.43,78.37,92.32,94.53,87.44,78.37,54.11,70.22,66.61,70.96,70.61,67.26
age12-start-club-junior-130363-30y,27,2041-06-30,86,99,669977.87,True,87.02,93.25,96.08,93.27,79.79,93.0,95.05,88.41,79.69,55.1,71.27,67.14,71.35,71.2,67.92
age12-start-club-junior-130363-30y,28,2042-06-30,87,99,914944.3,True,87.98,93.78,96.45,93.92,81.05,93.61,95.51,89.31,80.95,56.07,72.27,67.64,71.73,71.73,68.55
age12-start-club-junior-130363-30y,29,2043-06-30,87,99,1763875.88,True,88.85,94.23,96.77,94.49,82.21,94.13,95.9,90.07,82.0,56.96,73.39,68.19,72.15,72.24,69.24
age12-start-club-junior-130363-30y,30,2044-06-30,88,99,2418390.84,True,89.75,94.71,97.08,95.05,83.36,94.65,96.29,90.86,83.16,57.96,74.44,68.72,72.54,72.8,69.9
age12-start-club-junior-130363-30y,31,2045-06-30,89,99,3757561.24,True,90.46,95.11,97.36,95.51,84.34,95.08,96.61,91.51,84.18,58.82,75.35,69.17,72.88,73.28,70.47
age12-start-club-junior-130363-30y,32,2046-06-30,89,99,4622313.92,True,91.11,95.46,97.64,95.96,85.31,95.55,96.95,92.24,85.3,59.85,76.24,69.62,73.21,73.77,71.02
age12-start-club-junior-130363-30y,33,2047-06-30,90,99,5424122.68,True,91.73,95.77,97.92,96.32,86.18,95.91,97.22,92.79,86.15,60.71,77.32,70.16,73.62,74.27,71.7
