case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age12-start-club-junior-130363-30y,34,2048-06-30,90,99,5943871.82,True,92.22,96.03,98.13,96.58,86.86,96.17,97.44,93.21,86.79,61.42,78.1,70.55,73.91,74.68,72.19
age12-start-club-junior-130363-30y,35,2049-06-30,90,94,6327425.52,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,36,2050-06-30,90,94,6585319.8,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,37,2051-06-30,90,94,7010077.56,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,38,2052-06-30,90,94,7292484.32,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,39,2053-06-30,90,94,7515614.51,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,40,2054-06-30,90,90,7723932.49,True,92.61,96.24,98.34,96.82,87.41,96.39,97.63,93.56,87.35,62.06,78.77,70.88,74.16,75.03,72.6
age12-start-club-junior-130363-30y,41,2055-06-30,90,90,7878863.11,True,91.79,95.36,97.42,96.33,87.01,96.39,97.63,93.56,87.35,62.06,77.29,70.11,72.85,74.16,71.35
age12-start-club-junior-130363-30y,42,2056-06-30,89,89,8037486.19,True,90.79,94.28,96.29,95.73,86.51,96.39,97.63,93.56,87.35,62.06,75.52,69.16,71.28,73.1,69.84
age12-start-club-junior-155921-50y,12,2026-05-11,47,92,8000,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age12-start-club-junior-155921-50y,13,2027-06-30,50,92,961.56,False,44.76,56.23,56.16,40.23,43.12,48.95,52.97,45.3,43.34,27.65,43.18,53.09,60.82,56.27,50.36
age12-start-club-junior-155921-50y,14,2028-06-30,53,93,1136.4,False,47.92,59.48,60.38,44.87,45.87,52.93,57.23,48.79,46.11,29.74,45.44,54.22,61.67,57.36,51.78
age12-start-club-junior-155921-50y,15,2029-06-30,56,90,2415.66,False,51.67,63.15,64.73,49.28,48.84,56.76,61.35,52.15,48.7,31.8,47.59,55.3,62.47,58.62,53.12
age12-start-club-junior-155921-50y,16,2030-06-30,59,93,4744.71,False,54.84,66.58,69.11,54.42,51.51,60.68,65.34,55.5,51.3,33.91,49.68,56.34,63.25,59.71,54.42
age12-start-club-junior-155921-50y,17,2031-06-30,63,91,6576.66,False,57.83,69.75,73.12,59.11,54.03,64.6,69.36,58.94,53.93,36.0,51.63,57.32,63.99,60.74,55.65
age12-start-club-junior-155921-50y,18,2032-06-30,67,95,6930.65,False,62.19,74.22,78.57,65.04,57.59,69.47,74.45,63.17,57.37,38.55,54.61,58.8,65.1,62.21,57.5
age12-start-club-junior-155921-50y,19,2033-06-30,70,88,8944.4,False,66.1,78.72,83.62,70.91,60.99,74.6,79.94,67.7,61.07,41.22,57.0,60.0,66.0,63.53,59.0
age12-start-club-junior-155921-50y,20,2034-06-30,74,92,12884.32,False,69.98,82.68,87.45,77.14,64.33,79.75,84.55,72.2,64.69,43.95,59.36,61.18,66.88,64.87,60.47
age12-start-club-junior-155921-50y,21,2035-06-30,77,95,19902.08,False,73.89,85.74,90.29,82.7,67.69,84.24,88.12,76.6,68.0,46.62,61.86,62.43,67.82,66.23,62.03
age12-start-club-junior-155921-50y,22,2036-06-30,80,94,22980.75,False,77.82,88.26,92.44,86.73,71.0,87.43,90.68,80.55,71.09,48.99,64.8,63.9,68.93,67.59,63.88
age12-start-club-junior-155921-50y,23,2037-06-30,81,95,37297.33,True,80.2,89.71,93.46,88.57,72.89,89.01,91.92,82.73,72.96,50.42,66.12,64.56,69.42,68.39,64.7
age12-start-club-junior-155921-50y,24,2038-06-30,83,97,66892.04,True,82.27,90.85,94.35,90.34,74.73,90.45,93.02,84.74,74.85,51.91,67.52,65.26,69.94,69.14,65.57
age12-start-club-junior-155921-50y,25,2039-06-30,84,97,162684.61,False,84.04,91.77,95.09,91.74,76.57,91.69,93.97,86.49,76.77,53.32,69.03,66.02,70.51,69.86,66.52
age12-start-club-junior-155921-50y,26,2040-06-30,85,98,211703.02,False,85.57,92.57,95.68,92.8,78.26,92.57,94.66,87.76,78.37,54.5,70.38,66.69,71.02,70.55,67.37
age12-start-club-junior-155921-50y,27,2041-06-30,86,99,244307.58,True,86.76,93.2,96.13,93.61,79.7,93.29,95.2,88.81,79.81,55.58,71.4,67.2,71.4,71.13,68.0
age12-start-club-junior-155921-50y,28,2042-06-30,87,99,329574.06,True,87.81,93.77,96.51,94.27,81.03,93.92,95.68,89.74,81.15,56.63,72.39,67.69,71.77,71.69,68.62
age12-start-club-junior-155921-50y,29,2043-06-30,87,99,439460.32,True,88.75,94.28,96.88,94.95,82.33,94.51,96.13,90.62,82.42,57.72,73.57,68.29,72.21,72.25,69.36
age12-start-club-junior-155921-50y,30,2044-06-30,88,99,788795.75,True,89.72,94.82,97.21,95.49,83.54,95.03,96.51,91.4,83.57,58.78,74.67,68.84,72.63,72.85,70.04
age12-start-club-junior-155921-50y,31,2045-06-30,89,99,1035431.19,True,90.47,95.24,97.53,96.02,84.59,95.5,96.85,92.11,84.7,59.81,75.6,69.3,72.98,73.37,70.63
age12-start-club-junior-155921-50y,32,2046-06-30,89,99,2065737.71,True,91.08,95.55,97.79,96.36,85.48,95.91,97.16,92.77,85.73,60.78,76.45,69.73,73.29,73.83,71.16
age12-start-club-junior-155921-50y,33,2047-06-30,90,99,2464837.71,True,91.56,95.79,98.0,96.62,86.16,96.18,97.39,93.2,86.42,61.5,77.29,70.15,73.61,74.21,71.68
age12-start-club-junior-155921-50y,34,2048-06-30,90,99,3054701.93,True,92.1,96.06,98.24,96.88,86.88,96.43,97.61,93.6,87.07,62.21,78.12,70.56,73.92,74.65,72.2
age12-start-club-junior-155921-50y,35,2049-06-30,91,94,3497341.73,True,92.52,96.3,98.47,97.15,87.49,96.67,97.83,93.97,87.7,62.94,78.83,70.91,74.18,75.03,72.64
age12-start-club-junior-155921-50y,36,2050-06-30,90,94,3881958.48,True,91.81,95.53,97.67,96.72,87.14,96.67,97.83,93.97,87.7,62.94,77.54,70.24,73.05,74.27,71.55
age12-start-club-junior-155921-50y,37,2051-06-30,90,94,4107855.0,True,90.95,94.6,96.69,96.19,86.71,96.67,97.83,93.97,87.7,62.94,76.0,69.41,71.68,73.35,70.24
age12-start-club-junior-155921-50y,38,2052-06-30,89,93,4388522.48,True,89.92,93.49,95.53,95.56,86.2,96.67,97.83,93.97,87.7,62.94,74.21,68.44,70.08,72.27,68.71
age12-start-club-junior-155921-50y,39,2053-06-30,88,92,4611795.04,True,88.73,92.2,94.19,94.82,85.6,96.67,97.83,93.97,87.7,62.94,72.18,67.32,68.28,71.02,66.97
age12-start-club-junior-155921-50y,40,2054-06-30,88,88,4886688.24,True,87.85,91.06,92.99,94.29,85.45,96.87,98.02,94.3,88.21,63.58,70.57,66.38,66.52,69.91,65.44
age12-start-club-junior-155921-50y,41,2055-06-30,87,88,5158874.42,True,86.32,89.42,91.28,93.33,84.65,96.87,98.02,94.3,88.21,63.58,68.11,64.96,64.33,68.34,63.32
age12-start-club-junior-155921-50y,42,2056-06-30,86,88,5426472.58,True,84.64,87.62,89.4,92.25,83.76,96.8,97.95,94.27,88.21,63.57,65.49,63.42,62.0,66.63,61.06
age12-start-club-junior-155921-50y,43,2057-06-30,85,87,5713867.68,True,82.81,85.66,87.36,91.05,82.78,96.64,97.79,94.21,88.21,63.54,62.75,61.75,59.54,64.78,58.68
age12-start-club-junior-155921-50y,44,2058-06-30,83,85,6098481.68,True,80.83,83.54,85.15,89.73,81.69,96.37,97.51,94.11,88.21,63.49,59.91,59.96,56.99,62.82,56.2
age12-start-club-junior-155921-50y,45,2059-06-30,82,82,6422654.87,True,78.71,81.27,82.8,88.29,80.5,95.97,97.1,93.95,88.21,63.42,56.99,58.06,54.35,60.73,53.63
age12-start-club-junior-155921-50y,46,2060-06-30,80,81,6634700.51,True,76.45,78.86,80.29,86.73,79.2,95.41,96.53,93.74,88.21,63.32,54.03,56.06,51.65,58.54,51.0
age12-start-club-junior-155921-50y,47,2061-06-30,79,80,6785896.47,True,74.05,76.31,77.65,85.03,77.78,94.66,95.76,93.45,88.21,63.19,51.03,53.96,48.91,56.26,48.34
age12-start-club-junior-155921-50y,48,2062-06-30,77,78,6879777.57,False,71.53,73.63,74.87,83.2,76.25,93.7,94.78,93.07,88.21,63.02,48.04,51.79,46.16,53.89,45.65
age12-start-club-junior-155921-50y,49,2063-06-30,75,76,6919495.91,False,68.89,70.83,71.98,81.24,74.6,92.49,93.54,92.6,88.21,62.8,45.06,49.54,43.41,51.46,42.96
age12-start-club-junior-155921-50y,50,2064-06-30,73,73,6937772.94,False,66.81,68.63,69.82,79.99,73.38,91.3,92.29,92.25,88.51,62.94,42.53,47.46,40.87,49.21,40.56
age12-start-club-junior-155921-50y,51,2065-06-30,72,72,6955521.52,False,63.95,65.62,66.7,77.74,71.48,89.53,90.48,91.53,88.51,62.61,39.64,45.12,38.2,46.7,37.93
age12-start-club-junior-155921-50y,52,2066-06-30,70,70,6974850.03,False,61.65,63.17,64.3,76.21,70.01,87.99,88.89,91.0,88.8,62.64,37.23,42.96,35.74,44.37,35.61
age12-start-club-junior-155921-50y,53,2067-06-30,68,68,6992374.23,False,59.25,60.64,61.77,74.53,68.39,86.36,87.22,90.42,89.1,62.64,34.81,40.74,33.31,42.01,33.29
age12-start-club-junior-155921-50y,54,2068-06-30,66,66,7006106.75,False,56.66,57.93,59.1,72.72,66.57,84.63,85.41,89.75,89.39,62.6,32.42,38.48,30.93,39.61,31.0
age12-start-club-junior-155921-50y,55,2069-06-30,64,64,7014372.28,False,53.95,55.09,56.26,70.6,64.57,82.75,83.49,89.0,89.68,62.5,30.07,36.19,28.6,37.18,28.75
age12-start-club-junior-155921-50y,56,2070-06-30,62,62,7034621.07,False,50.92,51.92,53.02,67.91,62.22,80.46,81.17,87.99,89.85,62.15,27.68,33.83,26.3,34.67,26.49
age12-start-club-junior-155921-50y,57,2071-06-30,60,60,7052306.11,False,47.96,48.85,49.86,65.16,59.79,78.12,78.8,86.92,90.04,61.77,25.41,31.51,24.11,32.25,24.34
age12-start-club-junior-155921-50y,58,2072-06-30,58,58,7067681.42,False,44.99,45.78,46.77,62.41,57.27,75.69,76.33,85.76,90.23,61.33,23.29,29.27,22.08,29.91,22.33
age12-start-club-junior-155921-50y,59,2073-06-30,56,56,7078541.82,False,42.1,42.78,43.7,59.48,54.68,73.11,73.74,84.51,90.42,60.82,21.32,27.13,20.18,27.68,20.45
age12-start-club-junior-155921-50y,60,2074-06-30,54,54,7085116.82,False,39.27,39.84,40.7,56.44,52.03,70.3,70.91,83.08,90.57,60.17,19.52,25.09,18.43,25.54,18.71
age12-start-club-junior-155921-50y,61,2075-06-30,51,51,7091349.21,False,36.54,37.03,37.8,53.39,49.33,67.42,68.0,81.58,90.74,59.47,17.8,23.11,16.78,23.51,17.06
age12-start-club-junior-155921-50y,62,2076-06-30,49,49,7099702.14,False,33.85,34.3,35.07,50.48,46.6,64.49,65.01,80.0,90.93,58.7,16.22,21.24,15.25,21.58,15.54
age15-start-national-youth-104729-30y,15,2026-05-11,63,97,8000,False,56,67,66,49,55,61,65,58,63,50,56,64,72,67,61
age15-start-national-youth-104729-30y,16,2027-06-30,66,99,4196.45,False,59.61,71.14,70.96,54.91,58.02,65.83,69.85,62.21,66.32,52.57,58.07,65.04,72.78,68.22,62.29
age15-start-national-youth-104729-30y,17,2028-06-30,69,97,5910.7,False,62.7,74.24,75.03,59.21,60.73,69.6,73.97,65.53,69.04,54.52,60.24,66.12,73.59,69.28,63.65
age15-start-national-youth-104729-30y,18,2029-06-30,73,99,8666.78,False,67.18,78.71,80.45,64.87,64.35,74.47,79.17,69.81,72.34,57.12,62.83,67.41,74.56,70.81,65.27
age15-start-national-youth-104729-30y,19,2030-06-30,76,94,9479.0,False,71.03,82.57,84.86,70.49,67.55,78.77,83.35,73.5,75.27,59.42,65.39,68.69,75.52,72.12,66.87
age15-start-national-youth-104729-30y,20,2031-06-30,80,98,13698.97,False,74.43,85.32,87.9,75.68,70.46,83.19,86.95,77.67,78.44,61.89,67.68,69.84,76.38,73.3,68.3
age15-start-national-youth-104729-30y,21,2032-06-30,81,99,21516.07,False,76.87,87.0,89.53,78.67,72.4,85.26,88.66,79.99,80.3,63.27,69.32,70.66,76.99,74.11,69.32
age15-start-national-youth-104729-30y,22,2033-06-30,83,97,27407.34,False,79.25,88.57,90.98,81.76,74.35,87.19,90.25,82.32,82.16,64.74,70.69,71.34,77.51,74.9,70.18
age15-start-national-youth-104729-30y,23,2034-06-30,85,99,39726.22,True,81.17,89.66,92.11,84.37,76.05,88.73,91.45,84.19,83.67,66.08,72.06,72.03,78.02,75.58,71.04
age15-start-national-youth-104729-30y,24,2035-06-30,86,99,138613.3,True,82.58,90.45,92.87,86.03,77.38,89.78,92.29,85.5,84.76,67.1,73.14,72.57,78.43,76.12,71.71
age15-start-national-youth-104729-30y,25,2036-06-30,87,99,288671.92,True,84.1,91.3,93.61,87.46,78.89,90.73,93.08,86.71,85.78,68.16,74.35,73.18,78.88,76.73,72.47
age15-start-national-youth-104729-30y,26,2037-06-30,88,99,613789.52,True,85.48,92.1,94.27,88.79,80.31,91.53,93.72,87.71,86.66,69.15,75.43,73.72,79.29,77.33,73.15
age15-start-national-youth-104729-30y,27,2038-06-30,88,99,1134459.46,True,86.59,92.75,94.84,90.05,81.59,92.34,94.34,88.75,87.57,70.23,76.42,74.21,79.66,77.87,73.76
age15-start-national-youth-104729-30y,28,2039-06-30,89,99,1368887.26,True,87.57,93.31,95.37,91.2,82.81,93.12,94.94,89.76,88.49,71.31,77.5,74.75,80.06,78.4,74.44
age15-start-national-youth-104729-30y,29,2040-06-30,90,99,1605521.36,True,88.52,93.82,95.8,92.05,83.91,93.7,95.4,90.53,89.21,72.23,78.5,75.25,80.43,78.93,75.06
age15-start-national-youth-104729-30y,30,2041-06-30,90,99,1861029.56,True,89.28,94.27,96.16,92.79,84.8,94.18,95.77,91.17,89.8,73.07,79.31,75.65,80.73,79.39,75.57
age15-start-national-youth-104729-30y,31,2042-06-30,91,99,2256796.28,True,89.91,94.64,96.46,93.44,85.58,94.64,96.12,91.78,90.35,73.94,80.06,76.03,81.0,79.81,76.04
age15-start-national-youth-104729-30y,32,2043-06-30,91,99,2521186.52,True,90.5,94.97,96.74,94.0,86.3,95.03,96.42,92.3,90.84,74.74,80.89,76.45,81.3,80.22,76.57
age15-start-national-youth-104729-30y,33,2044-06-30,92,99,2814968.42,True,91.12,95.31,96.98,94.46,87.01,95.37,96.68,92.78,91.29,75.5,81.67,76.87,81.59,80.66,77.09
age15-start-national-youth-104729-30y,34,2045-06-30,92,99,3166293.5,True,91.66,95.62,97.24,94.97,87.67,95.7,96.93,93.23,91.74,76.28,82.38,77.26,81.86,81.06,77.58
age15-start-national-youth-104729-30y,35,2046-06-30,93,94,3464789.38,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,36,2047-06-30,93,94,4275033.84,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,37,2048-06-30,93,94,4811444.5,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,38,2049-06-30,93,94,5365342.34,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,39,2050-06-30,93,94,5750898.11,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,40,2051-06-30,93,93,6189815.19,True,92.13,95.88,97.47,95.38,88.28,96.03,97.18,93.7,92.21,77.12,83.0,77.62,82.1,81.44,78.03
age15-start-national-youth-104729-30y,41,2052-06-30,92,92,6606254.88,True,91.46,95.16,96.72,94.99,87.94,96.03,97.18,93.7,92.21,77.12,81.64,76.85,80.77,80.59,76.83
age15-start-national-youth-104729-30y,42,2053-06-30,92,92,6859520.69,True,90.64,94.27,95.8,94.5,87.53,96.03,97.18,93.7,92.21,77.12,80.01,75.91,79.18,79.56,75.39
age15-start-national-youth-104729-30y,43,2054-06-30,91,91,7082905.14,True,89.67,93.22,94.72,93.92,87.03,96.03,97.18,93.7,92.21,77.12,78.12,74.8,77.32,78.34,73.71
age15-start-national-youth-104729-30y,44,2055-06-30,90,90,7288846.64,True,88.54,92.0,93.46,93.24,86.45,96.03,97.18,93.7,92.21,77.12,75.98,73.53,75.23,76.94,71.8
age15-start-national-youth-104729-30y,45,2056-06-30,90,90,7519215.52,True,87.25,90.61,92.03,92.45,85.77,96.03,97.18,93.7,92.21,77.12,73.61,72.09,72.9,75.36,69.68
age15-start-national-youth-130363-30y,15,2026-05-11,63,97,8000,False,56,67,66,49,55,61,65,58,63,50,56,64,72,67,61
age15-start-national-youth-130363-30y,16,2027-06-30,66,99,946.7,False,59.61,71.18,71.05,55.13,58.04,65.94,69.94,62.31,66.42,52.62,58.09,65.04,72.78,68.22,62.3
age15-start-national-youth-130363-30y,17,2028-06-30,70,98,1136.55,False,62.77,74.42,75.25,59.73,60.77,69.84,74.12,65.72,69.14,54.67,60.34,66.17,73.63,69.31,63.71
age15-start-national-youth-130363-30y,18,2029-06-30,73,99,1210.26,False,67.36,79.02,80.69,65.35,64.43,74.67,79.3,69.97,72.41,57.28,62.97,67.48,74.61,70.86,65.36
age15-start-national-youth-130363-30y,19,2030-06-30,77,95,4836.21,False,71.32,83.0,85.36,71.78,67.82,79.47,83.76,74.03,75.63,59.82,65.59,68.79,75.6,72.24,66.99
age15-start-national-youth-130363-30y,20,2031-06-30,80,98,9403.36,False,75.12,86.06,88.44,77.0,70.87,83.57,87.14,77.95,78.7,62.2,67.99,69.99,76.5,73.51,68.49
age15-start-national-youth-130363-30y,21,2032-06-30,82,99,13523.67,False,77.6,87.71,90.06,80.17,72.87,85.65,88.86,80.32,80.61,63.63,69.63,70.81,77.11,74.34,69.52
age15-start-national-youth-130363-30y,22,2033-06-30,84,98,14703.75,False,79.87,89.13,91.41,83.04,74.78,87.47,90.37,82.54,82.45,65.02,70.91,71.46,77.59,75.1,70.32
age15-start-national-youth-130363-30y,23,2034-06-30,85,99,20581.41,False,81.71,90.15,92.46,85.41,76.45,88.93,91.52,84.33,83.91,66.33,72.21,72.11,78.08,75.77,71.13
age15-start-national-youth-130363-30y,24,2035-06-30,86,99,70392.29,True,83.17,90.95,93.21,86.97,77.84,90.03,92.41,85.73,85.01,67.44,73.23,72.62,78.46,76.34,71.77
age15-start-national-youth-130363-30y,25,2036-06-30,87,99,852606.53,True,84.56,91.7,93.88,88.2,79.26,90.89,93.14,86.83,85.93,68.42,74.42,73.21,78.91,76.92,72.51
age15-start-national-youth-130363-30y,26,2037-06-30,88,99,1341123.97,True,85.79,92.39,94.47,89.37,80.6,91.68,93.78,87.85,86.82,69.38,75.44,73.72,79.29,77.47,73.15
age15-start-national-youth-130363-30y,27,2038-06-30,88,99,1894432.57,True,86.64,92.86,94.92,90.42,81.64,92.37,94.3,88.74,87.61,70.29,76.34,74.17,79.63,77.9,73.71
age15-start-national-youth-130363-30y,28,2039-06-30,89,99,2293825.49,True,87.6,93.4,95.4,91.43,82.77,93.07,94.84,89.64,88.42,71.27,77.37,74.68,80.01,78.41,74.35
age15-start-national-youth-130363-30y,29,2040-06-30,90,99,2613476.73,True,88.49,93.85,95.79,92.14,83.79,93.57,95.26,90.32,89.06,72.06,78.33,75.17,80.37,78.91,74.96
age15-start-national-youth-130363-30y,30,2041-06-30,90,99,2877619.73,True,89.22,94.26,96.11,92.75,84.62,94.02,95.61,90.91,89.58,72.82,79.12,75.56,80.66,79.34,75.45
age15-start-national-youth-130363-30y,31,2042-06-30,91,99,3042928.05,True,89.82,94.61,96.4,93.36,85.37,94.46,95.95,91.51,90.12,73.64,79.86,75.93,80.93,79.74,75.91
age15-start-national-youth-130363-30y,32,2043-06-30,91,99,3175601.41,True,90.46,94.96,96.7,93.96,86.16,94.9,96.3,92.11,90.66,74.52,80.77,76.39,81.25,80.19,76.49
age15-start-national-youth-130363-30y,33,2044-06-30,92,99,3344446.24,True,91.12,95.33,96.96,94.46,86.92,95.28,96.59,92.63,91.14,75.36,81.57,76.82,81.55,80.65,77.02
age15-start-national-youth-130363-30y,34,2045-06-30,92,99,3446360.92,True,91.66,95.64,97.22,94.96,87.6,95.62,96.85,93.09,91.6,76.16,82.31,77.22,81.83,81.07,77.53
age15-start-national-youth-130363-30y,35,2046-06-30,93,94,3599078.27,True,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,36,2047-06-30,93,94,3738188.21,True,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,37,2048-06-30,93,94,3876169.21,True,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,38,2049-06-30,93,94,3980579.25,True,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,39,2050-06-30,93,94,4069201.73,False,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,40,2051-06-30,93,93,4170163.65,True,92.13,95.89,97.45,95.39,88.19,95.95,97.09,93.55,92.03,76.98,82.96,77.6,82.08,81.43,78.0
age15-start-national-youth-130363-30y,41,2052-06-30,92,92,4340490.25,True,91.37,95.07,96.6,94.94,87.81,95.95,97.09,93.55,92.03,76.98,81.42,76.72,80.58,80.47,76.64
age15-start-national-youth-130363-30y,42,2053-06-30,92,92,4454126.17,True,90.44,94.06,95.56,94.39,87.34,95.95,97.09,93.55,92.03,76.98,79.57,75.66,78.77,79.3,75.0
age15-start-national-youth-130363-30y,43,2054-06-30,91,91,4571325.15,True,89.33,92.86,94.32,93.73,86.77,95.95,97.09,93.55,92.03,76.98,77.43,74.4,76.67,77.91,73.1
age15-start-national-youth-130363-30y,44,2055-06-30,90,90,4679328.56,False,88.05,91.47,92.89,92.95,86.1,95.95,97.09,93.55,92.03,76.98,75.01,72.95,74.3,76.32,70.94
age15-start-national-youth-130363-30y,45,2056-06-30,89,89,4746543.29,False,86.58,89.88,91.25,92.05,85.33,95.95,97.09,93.55,92.03,76.98,72.34,71.31,71.68,74.53,68.56
age18-start-elite-amateur-104729-30y,18,2026-05-11,68,96,8000,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-start-elite-amateur-104729-30y,19,2027-06-30,72,90,9846.87,False,65.49,76.67,76.35,59.5,63.61,71.21,75.56,67.66,75.79,61.71,61.44,68.22,75.91,71.49,65.52
age18-start-elite-amateur-104729-30y,20,2028-06-30,75,93,25036.26,False,69.43,80.53,81.27,64.65,66.94,75.56,80.29,71.47,79.01,63.94,64.13,69.56,76.92,72.82,67.2
age18-start-elite-amateur-104729-30y,21,2029-06-30,79,97,39354.14,True,73.44,84.14,85.35,69.69,70.21,79.94,84.44,75.33,81.92,66.3,66.48,70.74,77.81,74.19,68.68
age18-start-elite-amateur-104729-30y,22,2030-06-30,81,95,89827.26,True,75.83,86.03,87.74,73.98,72.41,83.07,86.9,78.26,83.97,68.02,68.29,71.64,78.48,75.03,69.81
age18-start-elite-amateur-104729-30y,23,2031-06-30,82,96,174305.44,False,77.88,87.43,89.2,76.67,74.13,85.15,88.62,80.61,85.37,69.42,69.45,72.23,78.92,75.73,70.53
age18-start-elite-amateur-104729-30y,24,2032-06-30,84,99,213595.86,True,80.36,88.93,90.72,79.88,76.12,86.95,90.08,82.66,86.66,70.77,71.17,73.08,79.56,76.56,71.6
age18-start-elite-amateur-104729-30y,25,2033-06-30,86,99,339276.46,True,82.16,89.98,91.75,82.21,77.67,88.22,91.1,84.15,87.61,71.88,72.25,73.62,79.97,77.19,72.28
age18-start-elite-amateur-104729-30y,26,2034-06-30,87,99,735004.56,True,83.54,90.82,92.6,84.32,79.05,89.42,92.04,85.58,88.51,73.01,73.25,74.12,80.34,77.74,72.91
age18-start-elite-amateur-104729-30y,27,2035-06-30,87,99,2012823.28,True,84.7,91.51,93.28,85.9,80.32,90.45,92.85,86.85,89.33,74.08,74.17,74.58,80.68,78.24,73.48
age18-start-elite-amateur-104729-30y,28,2036-06-30,88,99,2474804.11,True,85.92,92.21,93.97,87.46,81.67,91.34,93.55,87.93,90.05,75.12,75.36,75.18,81.1,78.81,74.22
age18-start-elite-amateur-104729-30y,29,2037-06-30,89,99,2915421.25,True,87.14,92.92,94.62,88.95,82.98,92.17,94.2,88.94,90.73,76.21,76.46,75.73,81.49,79.42,74.91
age18-start-elite-amateur-104729-30y,30,2038-06-30,90,99,3342227.97,True,87.96,93.41,95.1,90.11,83.93,92.84,94.7,89.77,91.28,77.16,77.31,76.16,81.78,79.87,75.45
age18-start-elite-amateur-104729-30y,31,2039-06-30,91,99,3688216.68,True,88.66,93.81,95.49,91.04,84.76,93.41,95.14,90.49,91.79,78.0,78.15,76.58,82.07,80.28,75.97
age18-start-elite-amateur-104729-30y,32,2040-06-30,91,99,4042315.23,True,89.42,94.22,95.86,91.79,85.61,93.89,95.53,91.11,92.23,78.79,79.04,77.02,82.36,80.73,76.53
age18-start-elite-amateur-104729-30y,33,2041-06-30,92,99,4330557.66,True,90.1,94.61,96.19,92.46,86.37,94.31,95.86,91.65,92.61,79.56,79.82,77.41,82.62,81.16,77.02
age18-start-elite-amateur-104729-30y,34,2042-06-30,92,99,5062620.2,True,90.66,94.94,96.46,93.01,87.03,94.7,96.17,92.16,92.98,80.31,80.53,77.77,82.85,81.53,77.46
age18-start-elite-amateur-104729-30y,35,2043-06-30,93,94,5565890.9,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,36,2044-06-30,93,94,6140669.98,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,37,2045-06-30,93,94,6562748.88,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,38,2046-06-30,93,94,6833525.0,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,39,2047-06-30,93,94,7063021.0,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
